#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_64_length_983_cov_76.973510	1	983	2661	983	100	344.395	34.8	51.3
NODE_65_length_926_cov_53.991755	1	926	1162	926	100	168.5	35.2	60
NODE_66_length_880_cov_233.921544	1	880	5730	880	100	903.195	34.8	39.1
NODE_67_length_870_cov_39.915511	1	870	565	870	100	93.7713	35.1	56.9
NODE_68_length_843_cov_570.258486	1	843	7928	843	100	1306.12	35	59.7
NODE_69_length_824_cov_48.452477	1	824	1146	824	100	168.42	35.1	52.5
NODE_70_length_751_cov_80.581602	1	751	1376	751	100	225.134	35.2	55.8
NODE_71_length_725_cov_61.091049	1	725	10405	725	100	1914.59	34.4	47.1
NODE_72_length_687_cov_61.688525	1	687	744	687	100	149.62	35.3	59.3
NODE_73_length_620_cov_678.508287	1	620	6795	620	100	1498.05	35	59.7
NODE_74_length_546_cov_654.616205	1	546	6345	546	100	1513	35	59.2
NODE_75_length_527_cov_64.682222	1	527	740	527	100	185.522	35.1	57.2
NODE_76_length_517_cov_77.593182	1	517	2983	517	100	813.418	34.5	46.9
