#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_31_length_71014_cov_37.449328	1	71014	44823	71014	100	94.168	35.1	59.2
NODE_32_length_59158_cov_35.333948	1	59158	33749	59107	99.9138	85.4811	35.1	59.8
NODE_33_length_46399_cov_38.727473	1	46399	29249	46399	100	94.3005	35.1	59.8
NODE_34_length_40180_cov_34.471262	1	40180	22800	40180	100	84.7689	35.1	59.8
NODE_35_length_34246_cov_38.256548	1	34246	23889	34246	100	96.5422	35.1	53.9
NODE_36_length_30612_cov_44.364696	1	30612	25540	30612	100	120.279	35.1	53.5
NODE_37_length_27745_cov_30.498663	1	27745	13787	27745	100	74.4505	35.1	59.8
NODE_38_length_26805_cov_463.564202	1	26805	197716	26805	100	1090.86	35.2	60
NODE_39_length_24506_cov_33.273241	1	24506	13331	24506	100	81.158	35.1	59.6
NODE_40_length_22223_cov_34.879572	1	22223	13035	22223	100	86.3656	35.1	58.7
NODE_41_length_19318_cov_41.783067	1	19318	13021	19318	100	100.059	35.2	58.7
NODE_42_length_19276_cov_39.963123	1	19276	13763	19276	100	106.182	35.1	57.9
NODE_43_length_15682_cov_41.673887	1	15682	10586	15682	100	100.817	35.1	59.8
NODE_44_length_11376_cov_49.519249	1	11376	9884	11376	100	127.498	34.9	57.8
NODE_45_length_9783_cov_57.378735	1	9783	14616	9783	100	213.934	35.1	51.1
NODE_46_length_8367_cov_32.945476	1	8367	4671	8367	100	82.4255	35.1	57.4
NODE_47_length_7946_cov_40.040285	1	7946	5191	7946	100	97.669	35.1	59.5
NODE_48_length_6648_cov_62.788769	1	6648	6418	6648	100	142.295	34.7	42.4
NODE_49_length_5830_cov_42.884756	1	5830	4038	5830	100	103.186	35.1	58.3
NODE_50_length_4189_cov_43.888132	1	4189	2925	4189	100	104.087	35.2	59.7
NODE_51_length_3835_cov_45.587014	1	3835	2873	3835	100	111.305	35.1	58.7
NODE_52_length_3799_cov_734.977431	1	3799	43197	3799	100	1698.4	35.1	59.8
NODE_53_length_2247_cov_44.824885	1	2247	1585	2247	100	105.173	35.1	59.2
NODE_54_length_2139_cov_687.578565	1	2139	22592	2139	100	1572.66	35	59.7
NODE_55_length_1834_cov_40.501423	1	1834	1168	1834	100	94.6952	35	59.3
NODE_56_length_1754_cov_624.626118	1	1754	17112	1754	100	1438.48	34.9	59.6
NODE_57_length_1245_cov_703.284247	1	1245	13050	1245	100	1552.34	35.1	59.3
NODE_58_length_1223_cov_60.545375	1	1223	1168	1223	100	142.587	35.1	58.9
NODE_59_length_1084_cov_596.623635	1	1084	9891	1084	100	1358.54	35.2	57.7
NODE_60_length_1051_cov_69.619097	1	1051	1094	1051	100	154.652	35.2	59.7
NODE_61_length_1049_cov_37.745885	1	1049	658	1049	100	90.5357	34.9	57
NODE_62_length_1005_cov_59.797414	1	1005	1302	1005	100	189.248	34.8	51.9
NODE_63_length_994_cov_46.688113	1	994	954	994	100	143.279	35.4	54.7
NODE_64_length_983_cov_76.973510	1	983	1348	983	100	199.904	35.1	55.8
NODE_65_length_926_cov_53.991755	1	926	920	926	100	147.712	35.3	55.3
NODE_66_length_880_cov_233.921544	1	880	3443	880	100	564.314	34.8	38.5
NODE_67_length_870_cov_39.915511	1	870	517	870	100	87.6034	35.1	58.4
NODE_68_length_843_cov_570.258486	1	843	6999	843	100	1226.93	35	59.4
NODE_69_length_824_cov_48.452477	1	824	630	824	100	111.382	35.1	55.6
NODE_70_length_751_cov_80.581602	1	751	874	751	100	170.879	35.2	58.8
NODE_71_length_725_cov_61.091049	1	725	2443	725	100	479.516	34.6	40.8
NODE_72_length_687_cov_61.688525	1	687	639	687	100	137.63	35.3	57.9
NODE_73_length_620_cov_678.508287	1	620	5866	620	100	1394.75	35	59.2
NODE_74_length_546_cov_654.616205	1	546	5016	546	100	1342.3	35	58.7
NODE_75_length_527_cov_64.682222	1	527	590	527	100	162.59	35	55
NODE_76_length_517_cov_77.593182	1	517	1259	517	100	352.451	34.4	45.4
NODE_77_length_491_cov_65.045894	1	491	505	491	100	152.727	34.8	53.6
NODE_78_length_485_cov_69.612745	1	485	479	485	100	143.441	34.8	58.6
NODE_79_length_475_cov_87.520101	1	475	534	475	100	165.177	35.5	59.5
NODE_80_length_454_cov_435.015915	1	454	2958	454	100	914.258	35.2	53.6
NODE_81_length_449_cov_74.790323	1	449	457	449	100	149.053	35.2	59.1
NODE_82_length_437_cov_113.005556	1	437	747	437	100	242.979	34.6	56.4
NODE_83_length_408_cov_549.380665	1	408	2978	408	100	1065.86	34.9	57.2
NODE_84_length_402_cov_78.732308	1	402	460	402	100	166.721	35.2	54.7
NODE_85_length_389_cov_58.525641	1	389	285	389	100	107.576	35	59.5
NODE_86_length_383_cov_581.254902	1	383	3070	383	100	1149.75	35.2	54.7
NODE_87_length_376_cov_554.785953	1	376	2712	376	100	1044.15	34.7	58.4
NODE_88_length_362_cov_36.417544	1	362	136	362	100	55.2818	35.4	52.1
NODE_89_length_361_cov_291.950704	1	361	2186	361	100	877.36	34.7	49.8
NODE_90_length_357_cov_66.800000	1	357	307	357	100	125.129	34.7	59.1
NODE_91_length_356_cov_672.322581	1	356	3122	356	100	1267.1	34.7	58.5
NODE_92_length_356_cov_95.401434	1	356	372	356	100	151.27	34.2	37.6
NODE_93_length_345_cov_65.126866	1	345	271	345	100	113.304	35.4	58.8
NODE_94_length_343_cov_933.812030	1	343	3973	343	100	1680.09	35	58.1
NODE_95_length_333_cov_93.578125	1	333	373	333	100	155.823	35.4	56.3
NODE_96_length_322_cov_140.991837	1	322	559	322	100	251.261	35	58.1
NODE_97_length_307_cov_41.082609	1	307	133	307	100	63.7622	35.4	59.1
NODE_98_length_301_cov_501.964286	1	301	3198	301	100	1453.34	35	41.5
NODE_99_length_299_cov_79.698198	1	299	283	299	100	135.538	35.4	58.2
NODE_100_length_293_cov_73.824074	1	293	268	293	100	129.222	35.1	57.7
NODE_101_length_282_cov_275.985366	1	282	1183	282	100	596.27	35.1	46.4
NODE_102_length_275_cov_65.858586	1	275	554	275	100	276.913	34.7	38.8
NODE_103_length_275_cov_37.636364	1	275	123	275	100	62.6073	34.4	55.9
NODE_104_length_272_cov_126.251282	1	272	559	272	100	290.526	35	50.7
NODE_105_length_266_cov_450.756614	1	266	1633	266	100	875.244	35.2	44.7
NODE_106_length_266_cov_43.735450	1	266	168	266	100	90.2444	35.3	43.7
NODE_107_length_259_cov_244.950549	1	259	730	259	100	400.382	34.9	47.9
NODE_108_length_259_cov_160.796703	1	259	575	259	100	318.942	34.7	52.3
NODE_109_length_259_cov_127.208791	1	259	345	259	100	190.942	35.5	57.2
NODE_110_length_253_cov_280.795455	1	253	1184	253	100	500.783	35.1	39
NODE_111_length_243_cov_46.759036	1	243	293	243	100	171.465	34.7	42.8
NODE_112_length_238_cov_326.826087	1	238	1049	238	100	629.639	34.4	49.2
NODE_113_length_237_cov_89.493750	1	237	142	237	100	85.8987	35	43.8
NODE_114_length_237_cov_38.700000	1	237	72	237	100	41.7046	34.8	45.1
NODE_115_length_233_cov_92.000000	1	233	273	233	100	165.562	34.9	51.4
NODE_116_length_232_cov_397.264516	1	232	1165	232	100	706.922	35.1	51.4
NODE_117_length_230_cov_44.281046	1	230	66	230	100	41.5783	35.7	40.4
NODE_118_length_227_cov_559.546667	1	227	4192	227	100	2556.15	34.5	47.6
NODE_119_length_226_cov_75.744966	1	226	193	226	100	121.106	35	57.6
NODE_120_length_226_cov_28.483221	1	226	30	226	100	18.6681	34.8	45.6
NODE_121_length_224_cov_291.054422	1	224	323	224	100	212.031	35.2	49.7
NODE_122_length_220_cov_46.139860	1	220	111	220	100	68.2136	34.9	50.7
NODE_123_length_220_cov_32.370629	1	220	51	220	100	32.9	35.2	39.7
NODE_124_length_219_cov_199.781690	1	219	657	219	100	380.895	34.7	42.6
NODE_125_length_214_cov_22.496350	1	214	63	214	100	38.8972	34.3	45.4
NODE_126_length_211_cov_52.029851	1	211	155	211	100	101.9	34.6	46.9
NODE_127_length_210_cov_51.932331	1	210	101	210	100	65.0333	34.8	44.4
NODE_128_length_209_cov_166.893939	1	209	23394	209	100	15444.4	32.3	43.6
NODE_129_length_209_cov_49.613636	1	209	106	209	100	69.0144	35.3	52.5
NODE_130_length_208_cov_26.267176	1	208	59	208	100	32.1394	35.2	43.4
NODE_131_length_206_cov_42.713178	1	206	22	206	100	15.6068	35	41
NODE_132_length_205_cov_58.320312	1	205	116	205	100	78.7756	35.5	58.1
NODE_133_length_203_cov_87.507937	1	203	148	203	100	103.261	35.2	44.7
NODE_134_length_199_cov_77.147541	1	199	159	199	100	110.055	35.1	51.4
NODE_135_length_198_cov_55.264463	1	198	303	198	100	184.52	35.1	26.7
NODE_136_length_197_cov_65.725000	1	197	204	197	100	142.863	34.3	40.4
NODE_137_length_196_cov_322.991597	1	196	414	196	100	297.526	35.1	39.4
NODE_138_length_196_cov_162.142857	1	196	311	196	100	215.056	35.1	54.7
NODE_139_length_196_cov_16.983193	1	196	159	196	100	94.7653	33.7	34.4
NODE_140_length_194_cov_34.247863	1	194	62	194	100	43.6598	35.6	44.9
NODE_141_length_194_cov_29.700855	1	194	62	194	100	44.2938	34.9	47.2
NODE_142_length_193_cov_38.750000	1	193	75	193	100	53.4508	34.9	45.5
NODE_143_length_193_cov_24.025862	1	193	46	193	100	33.3834	35.3	44.9
NODE_144_length_191_cov_46.614035	1	191	58	191	100	41.911	34.7	51.3
NODE_145_length_190_cov_97.398230	1	190	202	190	100	147.884	35.1	45.8
NODE_146_length_190_cov_36.044248	1	190	334	190	100	139.5	35.1	11.6
NODE_147_length_189_cov_37.741071	1	189	75	189	100	54.8624	34.7	50.5
NODE_148_length_188_cov_32.414414	1	188	87	188	100	62.7766	34.1	46.1
NODE_149_length_185_cov_54.555556	1	185	138	185	100	98.7838	34	51.6
NODE_150_length_181_cov_106.057692	1	181	270	181	100	194.95	34.8	52.4
NODE_151_length_179_cov_258.401961	1	179	555	179	100	414.687	34.6	48.4
NODE_152_length_179_cov_54.294118	1	179	86	179	100	64.8715	35.3	55.7
NODE_153_length_178_cov_48.772277	1	178	91	178	100	57.0618	35	37.7
NODE_154_length_177_cov_378.400000	1	177	1237	177	100	938.695	34.7	29.4
NODE_155_length_176_cov_238.131313	1	176	259	176	100	201.602	34.8	45.7
NODE_156_length_176_cov_157.313131	1	176	2314	176	100	1786.77	34.6	37.3
NODE_157_length_176_cov_34.242424	1	176	58	176	100	44.1136	35.1	48.6
NODE_158_length_175_cov_294.234694	1	175	405	175	100	313.766	34.5	50.6
NODE_159_length_170_cov_100.000000	1	170	62	170	100	45.2059	34.4	24.7
NODE_160_length_169_cov_163.663043	1	169	272	169	100	211.03	35.1	49.4
NODE_161_length_165_cov_533.295455	1	165	672	165	100	530.976	35.3	50.9
NODE_162_length_164_cov_36.988506	1	164	217	164	100	183.47	34.4	40.3
NODE_163_length_164_cov_25.919540	1	164	160	164	100	132.823	33.6	32
NODE_164_length_163_cov_31.209302	1	163	466	163	100	381.362	34.8	27.7
NODE_165_length_162_cov_112.282353	1	162	1547	162	100	1228.52	34.8	30.9
NODE_166_length_162_cov_34.247059	1	162	79	162	100	50.1914	34.7	32.4
NODE_167_length_161_cov_132.785714	1	161	246	161	100	191.975	34.7	48.3
NODE_168_length_161_cov_61.464286	1	161	90	161	100	73.0807	35.4	52
NODE_169_length_160_cov_159.192771	1	160	64	160	100	53.0562	34.6	27.8
NODE_170_length_160_cov_89.265060	1	160	130	160	100	104.838	35.1	41.8
NODE_171_length_158_cov_174.370370	1	158	254	158	100	211.703	34.4	51.8
NODE_172_length_158_cov_56.814815	1	158	111	158	100	89.9873	34.5	39
NODE_173_length_157_cov_14.000000	1	157	128	157	100	94.1783	34.2	23.4
NODE_174_length_156_cov_47.797468	1	156	43	156	100	36.9936	35.2	37.3
NODE_175_length_156_cov_15.987342	1	156	28	156	100	21.5192	34.3	48.9
NODE_176_length_155_cov_321.589744	1	155	422	155	100	359.51	35	30.3
NODE_177_length_155_cov_306.935897	1	155	421	155	100	357.555	34.8	29.2
NODE_178_length_155_cov_251.448718	1	155	150	155	100	126.632	35.4	23.7
NODE_179_length_155_cov_217.576923	1	155	132	155	100	113.535	35.2	25.3
NODE_180_length_155_cov_200.628205	1	155	82	155	100	32.6968	34.8	39.3
NODE_181_length_155_cov_194.038462	1	155	42	155	100	32.8516	33.6	27.5
NODE_182_length_155_cov_84.923077	1	155	218	155	100	173.29	34.3	23.8
NODE_183_length_155_cov_83.230769	1	155	1749	155	100	1096.19	27.4	19.3
NODE_184_length_155_cov_75.910256	1	155	102	155	100	88.6194	35.4	27.3
NODE_185_length_155_cov_68.871795	1	155	143	155	100	119.606	34.6	39.8
NODE_187_length_155_cov_48.820513	1	155	18	155	100	15.2387	35.6	22.9
NODE_188_length_155_cov_47.205128	1	155	6	155	100	5.83226	36.8	47.7
NODE_189_length_155_cov_44.782051	1	155	7	155	100	4.33548	34.3	7.43
NODE_190_length_155_cov_40.435897	1	155	17	155	100	15.071	36.1	24.7
NODE_191_length_155_cov_40.320513	1	155	331	155	100	279.587	34.6	17.3
NODE_192_length_155_cov_40.307692	1	155	8	155	100	7.25806	35.2	12.8
NODE_193_length_155_cov_39.717949	1	155	258	155	100	211.568	34.6	35.9
NODE_194_length_155_cov_39.615385	1	155	202	155	100	168.748	34.4	33.2
NODE_195_length_155_cov_39.205128	1	155	4	152	98.0645	2.42581	34.4	11
NODE_196_length_155_cov_37.743590	1	155	16	155	100	14.3097	35.4	21.2
NODE_197_length_155_cov_36.846154	1	155	18	155	100	16.0452	36.1	34.8
NODE_198_length_155_cov_36.051282	1	155	46	155	100	38.9032	35.8	33.8
NODE_199_length_155_cov_35.756410	1	155	21	155	100	17.9355	35.4	12.2
NODE_200_length_155_cov_35.692308	1	155	5	132	85.1613	2.8129	34	21.8
NODE_201_length_155_cov_35.153846	1	155	24	155	100	19.1677	35.1	37
NODE_202_length_155_cov_35.102564	1	155	55	155	100	47	34.6	37
NODE_203_length_155_cov_34.782051	1	155	638	155	100	553.432	34.9	34.1
NODE_204_length_155_cov_34.256410	1	155	13	155	100	10.7161	32.3	29.6
NODE_205_length_155_cov_34.064103	1	155	16	155	100	13.7484	34.8	19.8
NODE_207_length_155_cov_31.705128	1	155	35	155	100	30.4581	34.9	31.3
NODE_208_length_155_cov_31.358974	1	155	37	155	100	31.6129	35.4	31.1
NODE_209_length_155_cov_30.871795	1	155	5	155	100	4.67097	33	12.4
NODE_210_length_155_cov_30.705128	1	155	3	153	98.7097	2.70968	32	6
NODE_212_length_155_cov_30.115385	1	155	16	155	100	13.6774	36.1	22.4
NODE_213_length_155_cov_27.269231	1	155	2	151	97.4194	1.49032	35.7	9.5
NODE_214_length_155_cov_27.243590	1	155	32	155	100	27.6581	36	25.1
NODE_215_length_155_cov_26.858974	1	155	1311	155	100	991.729	26.2	5.24
NODE_216_length_155_cov_24.897436	1	155	12	155	100	10.1935	35.9	20.8
NODE_217_length_155_cov_24.474359	1	155	15	153	98.7097	13.1484	34.3	23.7
NODE_218_length_155_cov_22.358974	1	155	15	155	100	12.4645	35.1	14.1
NODE_219_length_155_cov_21.166667	1	155	1	31	20	0.2	35.4	0
NODE_220_length_155_cov_20.474359	1	155	477	155	100	415.871	32.6	21.6
NODE_221_length_155_cov_14.935897	1	155	826	155	100	712.735	26.7	11.4
NODE_222_length_155_cov_12.782051	1	155	375	155	100	340.277	32.5	9.79
NODE_223_length_154_cov_189.610390	1	154	400	154	100	314.052	34.3	40.5
NODE_224_length_154_cov_30.675325	1	154	39	154	100	33.3247	35.1	43.5
NODE_225_length_154_cov_26.103896	1	154	1543	154	100	1399.19	27.7	25.9
NODE_226_length_154_cov_22.480519	1	154	470	154	100	346.864	26.5	24.8
NODE_227_length_154_cov_13.597403	1	154	338	154	100	279.104	31.8	10.9
NODE_228_length_153_cov_56.289474	1	153	967	153	100	738.908	26.1	25.1
NODE_229_length_153_cov_29.671053	1	153	38	153	100	17.6275	30.8	15.2
NODE_230_length_153_cov_21.842105	1	153	33	153	100	25.2941	34.5	45.7
NODE_231_length_152_cov_341.986667	1	152	1611	152	100	1384.61	34.9	43.2
NODE_232_length_152_cov_41.746667	1	152	73	152	100	59.4276	35.1	49.9
NODE_233_length_152_cov_32.120000	1	152	136	152	100	122.27	33.3	16.7
NODE_234_length_152_cov_24.280000	1	152	32	152	100	27.5789	33.8	57.5
NODE_235_length_152_cov_7.733333	1	152	283	152	100	244.059	34.6	25.2
NODE_236_length_151_cov_45.297297	1	151	67	151	100	55.2517	34.5	48.1
NODE_237_length_151_cov_39.135135	1	151	29	151	100	25.8609	35.4	30.8
NODE_238_length_151_cov_34.054054	1	151	135	151	100	102.258	34.4	32.8
NODE_239_length_150_cov_148.068493	1	150	1317	150	100	1033.85	26.5	16.3
NODE_240_length_150_cov_107.068493	1	150	1557	150	100	1232	26.2	18.5
NODE_241_length_150_cov_24.753425	1	150	436	150	100	361.207	26	3.16
NODE_242_length_150_cov_12.835616	1	150	533	150	100	403.44	25.2	2.47
NODE_243_length_149_cov_1688.361111	1	149	933	149	100	781.98	35	13.7
NODE_244_length_149_cov_375.041667	1	149	382	149	100	332.349	34.9	29.5
NODE_245_length_149_cov_364.944444	1	149	446	149	100	379.886	35	47.6
NODE_246_length_149_cov_356.013889	1	149	1623	149	100	1435.27	34.6	51.4
NODE_247_length_149_cov_102.194444	1	149	167	149	100	144.349	34.4	21.5
NODE_248_length_149_cov_67.569444	1	149	401	149	100	350.866	34.5	30.2
NODE_249_length_149_cov_32.597222	1	149	229	149	100	209	34.7	30.3
NODE_250_length_148_cov_209.563380	1	148	209	148	100	184.791	35.2	28.6
NODE_251_length_148_cov_43.957746	1	148	145	148	100	129.399	34.5	40.5
NODE_252_length_148_cov_13.436620	1	148	854	148	100	752.946	25.9	5.79
NODE_253_length_147_cov_2140.114286	1	147	3745	147	100	2990.47	34.7	41.2
NODE_254_length_147_cov_47.185714	1	147	61	147	100	52.8639	35.1	44.3
NODE_255_length_147_cov_17.457143	1	147	39	147	100	20.5578	34.2	42.5
NODE_256_length_146_cov_310.492754	1	146	621	146	100	527.096	34.9	33.2
NODE_257_length_146_cov_44.724638	1	146	559	146	100	507.233	34.2	34.1
NODE_258_length_146_cov_37.768116	1	146	2	100	68.4932	1.32192	34.6	4
NODE_259_length_146_cov_31.231884	1	146	1109	146	100	893.603	25.8	4.52
NODE_260_length_146_cov_27.710145	1	146	380	146	100	345.274	33.9	28
NODE_261_length_145_cov_122.235294	1	145	29	145	100	26.1793	35	14.9
NODE_262_length_145_cov_37.308824	1	145	253	145	100	121.428	35.1	8.99
NODE_263_length_145_cov_30.852941	1	145	49	145	100	42.069	34.4	47.7
NODE_264_length_144_cov_271.223881	1	144	120	144	100	97.8125	33.8	14.9
NODE_265_length_144_cov_166.626866	1	144	165	144	100	148.132	35.2	54.5
NODE_266_length_144_cov_62.044776	1	144	115	144	100	97.7778	33	25.4
NODE_267_length_143_cov_155.651515	1	143	143	143	100	129.937	35.4	51.4
NODE_268_length_143_cov_72.000000	1	143	21	143	100	17.0559	34.5	25.4
NODE_269_length_143_cov_62.424242	1	143	344	143	100	211.07	25.7	5.1
NODE_270_length_143_cov_55.803030	1	143	55	143	100	49.6503	35.5	49.1
NODE_271_length_143_cov_51.636364	1	143	34	143	100	30.6923	34.5	21.8
NODE_272_length_143_cov_46.409091	1	143	1000	143	100	913.629	34.1	38.6
NODE_273_length_143_cov_44.212121	1	143	78	143	100	62.3287	34.5	9.91
NODE_274_length_143_cov_39.681818	1	143	1848	143	100	1670.7	34.4	33.2
NODE_275_length_143_cov_37.196970	1	143	292	143	100	255.441	34.1	33.4
NODE_276_length_143_cov_27.318182	1	143	574	143	100	424.727	25.5	4.76
NODE_277_length_143_cov_26.227273	1	143	84	143	100	70.8881	33.6	32.5
NODE_278_length_142_cov_138.753846	1	142	202	142	100	177.451	33.4	26.4
NODE_279_length_142_cov_57.400000	1	142	154	142	100	124.028	34.6	30
NODE_280_length_142_cov_34.061538	1	142	657	142	100	601.845	34.8	32.7
NODE_281_length_141_cov_93.656250	1	141	154	141	100	133.936	33.5	19.5
NODE_282_length_141_cov_40.046875	1	141	80	141	100	65.6383	32.8	18.3
NODE_283_length_141_cov_38.578125	1	141	104	141	100	86.0213	35.1	33.5
NODE_284_length_140_cov_149.523810	1	140	655	140	100	591.821	34.8	39.8
NODE_285_length_140_cov_82.809524	1	140	108	140	100	98.4357	35.4	42
NODE_286_length_140_cov_46.428571	1	140	57	140	100	49.5714	35.1	44.5
NODE_287_length_140_cov_38.523810	1	140	4	140	100	1.69286	30.9	1.75
NODE_288_length_140_cov_34.841270	1	140	333	140	100	283.693	33.5	30.2
NODE_289_length_140_cov_33.873016	1	140	34	140	100	29.2071	35	45.8
NODE_290_length_140_cov_28.444444	1	140	10	140	100	7.88571	36	23
NODE_291_length_140_cov_19.746032	1	140	150	140	100	126.736	33.9	24.8
NODE_292_length_139_cov_2051.016129	1	139	1968	139	100	1816.72	35.2	21.5
NODE_293_length_139_cov_47.758065	1	139	32	139	100	27.4388	34.7	31.6
NODE_294_length_139_cov_14.274194	1	139	39	139	100	28.8489	32.4	2.74
NODE_295_length_139_cov_12.193548	1	139	563	139	100	526.583	35.1	10.8
NODE_296_length_138_cov_104.245902	1	138	1376	138	100	1177.04	27.4	21.1
NODE_297_length_138_cov_98.606557	1	138	862	138	100	786.051	34.7	41.6
NODE_298_length_138_cov_88.737705	1	138	160	138	100	135.659	34.8	40.1
NODE_299_length_137_cov_101.050000	1	137	109	137	100	96.5766	34.1	19.9
NODE_300_length_137_cov_94.266667	1	137	94	137	100	77.5693	34.4	22.9
NODE_301_length_137_cov_85.650000	1	137	103	137	100	96.0146	34.5	27
NODE_302_length_137_cov_47.516667	1	137	154	137	100	121.577	34.4	11.9
NODE_303_length_135_cov_58.413793	1	135	3	120	88.8889	1.25185	33.5	10.3
NODE_304_length_135_cov_57.431034	1	135	3	93	68.8889	1.40741	36.8	8
NODE_305_length_135_cov_48.482759	1	135	155	135	100	103.126	35	28.4
NODE_306_length_134_cov_296.649123	1	134	385	134	100	351.097	34.3	33.6
NODE_307_length_134_cov_262.929825	1	134	282	134	100	258.209	34.4	23.5
NODE_308_length_134_cov_238.350877	1	134	219	134	100	199.746	34.8	19
NODE_309_length_134_cov_199.543860	1	134	485	134	100	459.515	34.7	19.9
NODE_310_length_134_cov_29.403509	1	134	87	134	100	78.0672	33.6	11.8
NODE_311_length_134_cov_28.140351	1	134	63	134	100	58.9627	34.7	33.4
NODE_312_length_134_cov_17.192982	1	134	15	134	100	14.2463	34.7	55
NODE_313_length_134_cov_16.859649	1	134	45	134	100	35.0149	33.7	26.8
NODE_314_length_133_cov_358.017857	1	133	464	133	100	431.962	35	39.6
NODE_315_length_133_cov_74.285714	1	133	36	133	100	34.6992	34.9	18.4
NODE_316_length_133_cov_37.553571	1	133	50	133	100	45.5789	34.7	46.6
NODE_317_length_133_cov_34.357143	1	133	47	133	100	43.2782	35	23.1
NODE_318_length_133_cov_22.732143	1	133	1833	133	100	1753.19	34.8	27.6
NODE_319_length_133_cov_14.910714	1	133	466	133	100	348.188	25.5	3.43
NODE_320_length_133_cov_14.125000	1	133	1936	133	100	1812.08	35	34.9
NODE_321_length_132_cov_223.436364	1	132	123	132	100	111.159	35.1	41.2
NODE_322_length_132_cov_96.545455	1	132	163	132	100	140.561	34.6	22.6
NODE_323_length_132_cov_79.818182	1	132	159	132	100	145.53	33.7	15.1
NODE_324_length_132_cov_66.309091	1	132	136	132	100	114.098	33.5	29.8
NODE_325_length_131_cov_147.166667	1	131	82	131	100	66.7405	33.8	21.8
NODE_326_length_131_cov_146.518519	1	131	299	131	100	250.725	34.3	31.7
NODE_327_length_131_cov_125.055556	1	131	776	131	100	710.069	34	24.9
NODE_328_length_131_cov_94.629630	1	131	176	131	100	157.817	34.2	19.8
NODE_329_length_131_cov_83.537037	1	131	11	131	100	5.85496	30.5	10.9
NODE_330_length_131_cov_52.574074	1	131	1	69	52.6718	0.526718	23.5	0
NODE_331_length_131_cov_47.888889	1	131	1631	131	100	1559.15	35.1	32.1
NODE_332_length_131_cov_45.407407	1	131	41	131	100	36.1908	35	29.3
NODE_333_length_131_cov_41.611111	1	131	65	131	100	60.2137	34.8	18.8
NODE_334_length_131_cov_32.962963	1	131	82	131	100	77.084	34.6	29.4
NODE_335_length_131_cov_26.037037	1	131	1869	131	100	1740.72	34.7	23.2
NODE_336_length_130_cov_24.433962	1	130	15	130	100	12.8923	34.5	47.3
NODE_337_length_129_cov_198.846154	1	129	307	129	100	258.225	34.4	22.7
NODE_338_length_129_cov_102.153846	1	129	10	129	100	8.65116	34	7.2
NODE_339_length_129_cov_39.057692	1	129	37	129	100	32.9535	35.2	43.1
NODE_340_length_128_cov_339.254902	1	128	193	128	100	172.805	34.7	25.2
NODE_341_length_128_cov_217.803922	1	128	151	128	100	134.117	34.3	18.6
