#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_49_length_7946_cov_48.185030	1	7946	6796	7946	100	122.336	35.2	59.6
NODE_50_length_6342_cov_41.718436	1	6342	5198	6342	100	115.122	35.2	55
NODE_51_length_5830_cov_51.535894	1	5830	5356	5830	100	130.278	35.2	58.1
NODE_52_length_4289_cov_62.451330	1	4289	6326	4289	100	203.138	35.1	50.1
NODE_53_length_3802_cov_53.901477	1	3802	3656	3802	100	136.158	35.2	59.5
NODE_54_length_3799_cov_887.510478	1	3799	57547	3799	100	2149.37	35.1	59.7
NODE_55_length_2370_cov_66.754470	1	2370	3489	2370	100	207.528	35.1	51.5
NODE_56_length_2139_cov_831.848206	1	2139	30321	2139	100	2002.27	35.1	59.5
NODE_57_length_1834_cov_49.412066	1	1834	1582	1834	100	121.87	35.1	59.5
NODE_58_length_1754_cov_754.980322	1	1754	22938	1754	100	1834.05	35	59.5
NODE_59_length_1496_cov_128.884426	1	1496	3553	1496	100	331.551	34.5	36.7
NODE_60_length_1422_cov_47.891450	1	1422	1158	1422	100	115.53	35.2	58.4
NODE_61_length_1279_cov_178.979201	1	1279	5228	1279	100	576.689	34.9	47.1
NODE_62_length_1245_cov_844.963185	1	1245	17237	1245	100	1954.89	35.2	59.4
NODE_63_length_1223_cov_73.886562	1	1223	1598	1223	100	183.281	35.2	58.8
NODE_64_length_1084_cov_710.592850	1	1084	13081	1084	100	1708.27	35.3	57.8
NODE_65_length_1051_cov_84.895277	1	1051	1478	1051	100	197.928	35.3	59.4
NODE_66_length_994_cov_54.707743	1	994	1176	994	100	170.512	35.4	54.9
NODE_67_length_963_cov_69.707675	1	963	2187	963	100	322.899	34.7	51
NODE_68_length_926_cov_62.621908	1	926	1139	926	100	175.644	35.3	55
NODE_69_length_924_cov_1.220779	1	924	17	924	100	2.76732	35	60
NODE_70_length_917_cov_1.610714	1	917	20	917	100	3.2879	35.4	60
NODE_71_length_878_cov_1.364544	1	878	19	878	100	3.11162	34.7	60
NODE_72_length_876_cov_1.382979	1	876	22	876	100	3.69178	34.6	60
NODE_73_length_870_cov_48.525851	1	870	693	870	100	111.436	35.2	58.4
NODE_74_length_860_cov_74.605364	1	860	1604	860	100	231.68	35.2	40.6
NODE_75_length_843_cov_712.426893	1	843	9756	843	100	1617.84	35.1	59.4
NODE_76_length_771_cov_1.505764	1	771	21	771	100	3.71077	34.6	60
NODE_77_length_751_cov_99.298220	1	751	1183	751	100	221.706	35.2	59.1
NODE_78_length_749_cov_88.419643	1	749	1203	749	100	225.386	35.3	57.3
NODE_79_length_732_cov_72.203053	1	732	2663	732	100	502.492	34.9	46.2
NODE_80_length_725_cov_91.828704	1	725	3884	725	100	742.239	34.8	42
NODE_81_length_702_cov_1.508800	1	702	16	702	100	3.38319	34.8	60
NODE_82_length_687_cov_77.098361	1	687	870	687	100	177.374	35.4	57.3
NODE_83_length_635_cov_105.225806	1	635	1215	635	100	268.463	35.2	55.2
NODE_84_length_621_cov_0.770221	1	621	14	621	100	2.46538	35.1	57.1
NODE_85_length_620_cov_824.349908	1	620	7889	620	100	1780.46	35.1	59.3
NODE_86_length_599_cov_1.835249	1	599	17	599	100	4.22538	34.6	60
NODE_87_length_585_cov_1.513780	1	585	12	585	100	3.08889	35.6	60
NODE_88_length_582_cov_2.443564	1	582	18	582	100	4.50344	35.4	60
NODE_89_length_548_cov_1.237792	1	548	8	548	100	2.18978	36.1	60
NODE_90_length_546_cov_776.660981	1	546	6549	546	100	1673.04	35.1	58.8
NODE_91_length_543_cov_1.491416	1	543	16	543	100	3.96685	35.5	60
NODE_92_length_527_cov_1.500000	1	527	13	527	100	3.537	35.4	60
NODE_93_length_522_cov_66.853933	1	522	714	522	100	189.222	34.8	47.4
NODE_94_length_512_cov_265.158621	1	512	3492	512	100	910.852	34.5	47.4
NODE_95_length_512_cov_1.234483	1	512	10	512	100	2.94922	33.6	60
NODE_96_length_508_cov_1.468677	1	508	14	508	100	3.83661	34.5	60
NODE_97_length_503_cov_1.396714	1	503	10	503	100	3.00199	34.6	60
NODE_98_length_499_cov_1.668246	1	499	12	499	100	3.63126	34.8	60
NODE_99_length_495_cov_1.674641	1	495	14	495	100	3.57576	34.8	58.6
NODE_100_length_486_cov_1.652812	1	486	11	486	100	3.4177	34.6	60
NODE_101_length_485_cov_83.171569	1	485	635	485	100	181.693	34.9	58.8
NODE_102_length_475_cov_105.768844	1	475	726	475	100	213.526	35.5	59.5
NODE_103_length_465_cov_133.956186	1	465	988	465	100	290.187	35	55.8
NODE_104_length_458_cov_297.388451	1	458	5413	458	100	1660.78	34.8	50.8
NODE_105_length_456_cov_1.171504	1	456	6	456	100	1.98684	36	60
NODE_106_length_454_cov_0.981432	1	454	5	454	100	1.663	36.6	60
NODE_107_length_450_cov_1.608579	1	450	10	450	100	3.28667	35.6	60
NODE_108_length_449_cov_86.696237	1	449	579	449	100	180.002	35.2	59
NODE_109_length_445_cov_1.206522	1	445	8	445	100	2.71461	33.7	60
NODE_110_length_429_cov_0.840909	1	429	4	429	100	1.40793	36.3	60
NODE_111_length_429_cov_0.798295	1	429	8	429	100	2.48485	35	60
NODE_112_length_425_cov_79.885057	1	425	639	425	100	199.539	35.1	49.1
NODE_113_length_422_cov_1.402899	1	422	8	422	100	2.86256	34.7	60
NODE_114_length_416_cov_1.073746	1	416	6	416	100	2.09615	33.6	60
NODE_115_length_413_cov_85.342262	1	413	550	413	100	186.925	35.3	55.4
NODE_116_length_411_cov_0.808383	1	411	4	411	100	1.46959	33.7	60
NODE_117_length_406_cov_1.227964	1	406	6	406	100	2.13793	35.5	60
NODE_118_length_402_cov_92.156923	1	402	590	402	100	203.087	35.3	55.5
NODE_119_length_398_cov_1.012461	1	398	5	398	100	1.89698	34.7	60
NODE_120_length_396_cov_1.855799	1	396	8	396	100	3.05051	36	60
NODE_121_length_395_cov_0.933962	1	395	6	395	100	2.17468	34.6	60
NODE_122_length_389_cov_71.009615	1	389	392	389	100	140.103	35.1	59.4
NODE_123_length_388_cov_2.581994	1	388	12	388	100	4.58505	36.2	60
NODE_124_length_383_cov_694.542484	1	383	3798	383	100	1392.42	35.3	57
NODE_125_length_376_cov_700.464883	1	376	3793	376	100	1384.14	34.8	58.4
NODE_126_length_364_cov_1572.512195	1	364	7703	364	100	2814.38	34.8	53.4
NODE_127_length_364_cov_2.508711	1	364	14	364	100	4.51099	36.3	60
NODE_128_length_364_cov_1.574913	1	364	8	364	100	3.07692	35.6	60
NODE_129_length_360_cov_2.325088	1	360	49	360	100	10.5194	33.9	52.4
NODE_130_length_358_cov_1.053381	1	358	4	358	100	1.68715	35.4	60
NODE_131_length_357_cov_81.942857	1	357	411	357	100	159.325	34.9	58.2
NODE_132_length_356_cov_816.996416	1	356	4156	356	100	1611.38	34.8	58.6
NODE_133_length_356_cov_0.767025	1	356	3	356	100	1.27247	29.7	60
NODE_134_length_345_cov_81.451493	1	345	395	345	100	155.064	35.4	58.8
NODE_135_length_344_cov_2.464419	1	344	76	344	100	14.6192	35.6	40.1
NODE_136_length_343_cov_1133.827068	1	343	5239	343	100	2125.99	35	57.8
NODE_137_length_341_cov_159.075758	1	341	942	341	100	376.114	34.8	52.4
NODE_138_length_339_cov_1.541985	1	339	7	339	100	3.11799	34.1	60
NODE_139_length_338_cov_0.858238	1	338	8	338	100	2.86391	35.4	60
NODE_140_length_330_cov_1.837945	1	330	8	330	100	3.41818	35.2	60
NODE_141_length_329_cov_1.523810	1	329	6	329	100	2.7538	35.8	60
NODE_142_length_327_cov_2.504000	1	327	9	327	100	4.15596	35.6	60
NODE_143_length_322_cov_168.502041	1	322	724	322	100	314.64	35.2	58.3
NODE_144_length_318_cov_1.228216	1	318	4	318	100	1.89937	36.4	60
NODE_145_length_318_cov_1.087137	1	318	4	318	100	1.89623	35.9	60
NODE_146_length_312_cov_1.480851	1	312	6	312	100	2.90385	34.8	60
NODE_147_length_309_cov_813.663793	1	309	3373	309	100	1482.52	35	57.9
NODE_148_length_309_cov_1.163793	1	309	5	309	100	2.11974	36.6	60
NODE_149_length_307_cov_77.543478	1	307	340	307	100	152.993	35	53.9
NODE_150_length_307_cov_51.391304	1	307	194	307	100	86.4267	35.4	58
NODE_151_length_306_cov_0.965066	1	306	2	255	83.3333	0.986928	30.4	53
NODE_152_length_305_cov_114.969298	1	305	487	305	100	218.233	35.1	57.3
NODE_153_length_305_cov_2.333333	1	305	9	305	100	4.45574	35.5	60
NODE_154_length_305_cov_2.035088	1	305	7	305	100	3.28852	36.5	60
NODE_155_length_304_cov_1.920705	1	304	6	304	100	2.95395	35.9	60
NODE_156_length_301_cov_623.325893	1	301	3090	301	100	1396.28	35.2	45.7
NODE_157_length_299_cov_1.531532	1	299	5	299	100	2.52508	35.3	60
NODE_158_length_297_cov_2.218182	1	297	8	297	100	3.71717	36.8	60
NODE_159_length_294_cov_1.364055	1	294	4	294	100	2.05442	36.7	60
NODE_160_length_293_cov_86.273148	1	293	332	293	100	155.01	35.2	58.1
NODE_161_length_292_cov_1.376744	1	292	4	292	100	2.06849	36.5	60
NODE_162_length_291_cov_2.411215	1	291	9	291	100	4.40893	35.2	60
NODE_163_length_289_cov_1.419811	1	289	5	289	100	2.61246	34.9	60
NODE_164_length_289_cov_1.396226	1	289	4	289	100	2.08997	36	60
NODE_165_length_288_cov_1.289100	1	288	4	288	100	2.09722	33.6	60
NODE_166_length_288_cov_1.255924	1	288	4	288	100	2.09722	34.8	60
NODE_167_length_287_cov_57.614286	1	287	261	287	100	120.282	35.1	51.5
NODE_168_length_287_cov_0.780952	1	287	25	287	100	5.8676	36	53.8
NODE_169_length_284_cov_1.222222	1	284	4	284	100	2.12676	34.1	60
NODE_170_length_283_cov_1.436893	1	283	4	283	100	2.13428	36.6	60
NODE_171_length_283_cov_1.000000	1	283	10	283	100	3.13074	35	49.6
NODE_172_length_282_cov_300.921951	1	282	1350	282	100	647.879	35.2	42.1
NODE_174_length_281_cov_0.725490	1	281	2	281	100	1.07473	36.4	60
NODE_175_length_280_cov_1.458128	1	280	6	280	100	3.23571	34.5	60
NODE_176_length_280_cov_0.817734	1	280	5	280	100	1.75714	27.3	25.8
NODE_177_length_280_cov_0.596059	1	280	32	280	100	10.0821	34.4	46.1
NODE_178_length_279_cov_1.653465	1	279	6	279	100	3.21147	34.9	60
NODE_179_length_279_cov_0.980198	1	279	10	279	100	2.80287	35.5	45.8
NODE_180_length_278_cov_564.412935	1	278	2022	278	100	911.378	34.2	27
NODE_181_length_278_cov_1.502488	1	278	7	278	100	2.86691	35.2	60
NODE_182_length_278_cov_0.736318	1	278	2	278	100	1.08633	35.6	60
NODE_183_length_278_cov_0.736318	1	278	2	278	100	1.08633	36.7	60
NODE_184_length_278_cov_0.736318	1	278	2	278	100	1.08633	36.4	60
NODE_185_length_277_cov_0.740000	1	277	2	277	100	1.09025	36.6	60
NODE_186_length_275_cov_44.772727	1	275	165	275	100	79.9891	34.6	57
NODE_187_length_275_cov_2.777778	1	275	8	275	100	4.24	36.1	60
NODE_188_length_275_cov_1.494949	1	275	4	275	100	2.19636	35.2	60
NODE_189_length_274_cov_0.751269	1	274	2	274	100	1.10219	36.6	60
NODE_190_length_274_cov_0.736041	1	274	2	274	100	1.10219	34.2	60
NODE_191_length_273_cov_0.755102	1	273	2	273	100	1.10623	34	60
NODE_192_length_273_cov_0.755102	1	273	2	273	100	1.10623	36.5	60
NODE_193_length_273_cov_0.755102	1	273	2	273	100	1.10623	35.7	60
NODE_194_length_273_cov_0.755102	1	273	2	273	100	1.10623	36.4	60
NODE_195_length_273_cov_0.755102	1	273	2	273	100	1.10623	34.5	60
NODE_196_length_272_cov_0.758974	1	272	2	272	100	1.11029	36.2	60
NODE_197_length_272_cov_0.758974	1	272	2	272	100	1.11029	36.3	60
NODE_198_length_272_cov_0.758974	1	272	2	272	100	1.11029	30.9	60
NODE_199_length_272_cov_0.758974	1	272	2	272	100	1.11029	34.8	60
NODE_200_length_272_cov_0.758974	1	272	2	272	100	1.11029	34	60
NODE_201_length_271_cov_1.994845	1	271	30	271	100	9.1476	34.6	57.5
NODE_202_length_271_cov_1.525773	1	271	4	271	100	2.22878	35.9	60
NODE_203_length_271_cov_0.886598	1	271	2	191	70.4797	0.704797	31.1	48.5
NODE_204_length_271_cov_0.762887	1	271	2	271	100	1.11439	33	60
NODE_205_length_271_cov_0.762887	1	271	2	271	100	1.11439	35.7	60
NODE_206_length_271_cov_0.762887	1	271	2	271	100	1.11439	33.7	60
NODE_207_length_271_cov_0.762887	1	271	2	271	100	1.11439	36.6	60
NODE_208_length_271_cov_0.762887	1	271	2	271	100	1.11439	35.2	60
NODE_209_length_271_cov_0.762887	1	271	2	271	100	1.11439	36.3	60
NODE_210_length_271_cov_0.711340	1	271	2	271	100	1.09963	26.7	60
NODE_211_length_270_cov_0.766839	1	270	2	270	100	1.11852	35.5	60
NODE_212_length_270_cov_0.766839	1	270	6	270	100	1.51852	36.2	33.7
NODE_213_length_269_cov_0.875000	1	269	2	269	100	1.12268	29.4	60
NODE_214_length_269_cov_0.770833	1	269	2	269	100	1.12268	26.5	60
NODE_215_length_268_cov_1.549738	1	268	4	268	100	2.25373	36.2	60
NODE_216_length_266_cov_346.888889	1	266	1784	266	100	931.451	35.2	46.1
NODE_217_length_266_cov_52.365079	1	266	209	266	100	107.722	35.5	46.2
NODE_218_length_266_cov_0.783069	1	266	2	266	100	1.13534	33.8	60
NODE_219_length_265_cov_1.106383	1	265	5	265	100	1.98491	30.8	17
NODE_220_length_265_cov_0.787234	1	265	2	265	100	1.13962	35.6	60
NODE_221_length_265_cov_0.787234	1	265	2	265	100	1.13962	29.3	60
NODE_222_length_264_cov_1.149733	1	264	1	151	57.197	0.57197	31.4	60
NODE_223_length_264_cov_0.893048	1	264	3	264	100	1.68939	32.2	60
NODE_224_length_264_cov_0.791444	1	264	2	264	100	1.14394	36.2	60
NODE_225_length_264_cov_0.791444	1	264	2	264	100	1.14394	36.5	60
NODE_226_length_264_cov_0.791444	1	264	2	264	100	1.14394	35.7	60
NODE_227_length_263_cov_2.403226	1	263	8	263	100	4.1673	35.3	60
NODE_228_length_263_cov_0.795699	1	263	2	263	100	1.14829	33.8	60
NODE_229_length_263_cov_0.795699	1	263	2	263	100	1.14829	35.6	60
NODE_230_length_263_cov_0.795699	1	263	2	263	100	1.14829	36.6	60
NODE_231_length_263_cov_0.795699	1	263	2	263	100	1.14829	34.4	60
NODE_232_length_262_cov_1.102703	1	262	4	262	100	2.30534	34.2	60
NODE_233_length_262_cov_0.800000	1	262	6	262	100	1.47328	36.1	45.3
NODE_234_length_262_cov_0.800000	1	262	2	262	100	1.15267	29.9	60
NODE_235_length_262_cov_0.740541	1	262	2	262	100	1.15267	33.3	60
NODE_236_length_262_cov_0.589189	1	262	4	262	100	1.8855	33	60
NODE_237_length_261_cov_2.027174	1	261	6	261	100	3.47126	35.5	60
NODE_238_length_261_cov_1.130435	1	261	3	225	86.2069	1.73563	34.6	25
NODE_240_length_260_cov_0.808743	1	260	2	260	100	1.16154	35.9	60
NODE_241_length_260_cov_0.808743	1	260	2	260	100	1.16154	35.7	60
NODE_242_length_260_cov_0.808743	1	260	2	260	100	1.16154	36.5	60
NODE_243_length_260_cov_0.808743	1	260	2	260	100	1.16154	36.6	60
NODE_244_length_260_cov_0.710383	1	260	2	260	100	1.16154	32.6	60
NODE_245_length_259_cov_307.395604	1	259	919	259	100	480.046	35	48.1
NODE_246_length_259_cov_209.598901	1	259	830	259	100	436.571	34.9	51
NODE_247_length_259_cov_163.439560	1	259	543	259	100	274.676	35.6	54.9
NODE_248_length_259_cov_1.104396	1	259	142	259	100	75.0849	34.6	32.9
NODE_249_length_259_cov_0.813187	1	259	2	259	100	1.16602	34.5	60
NODE_250_length_259_cov_0.758242	1	259	2	259	100	1.13514	26.7	60
NODE_251_length_258_cov_0.817680	1	258	2	258	100	1.17054	36.4	60
NODE_252_length_258_cov_0.790055	1	258	2	258	100	1.17054	31.4	60
NODE_253_length_257_cov_1.061111	1	257	3	257	100	1.76265	35.4	60
NODE_254_length_257_cov_0.822222	1	257	2	257	100	1.1751	36.6	60
NODE_255_length_257_cov_0.822222	1	257	2	257	100	1.1751	35.7	60
NODE_256_length_257_cov_0.822222	1	257	2	257	100	1.1751	33.4	60
NODE_257_length_256_cov_1.653631	1	256	4	256	100	2.35938	36.4	60
NODE_258_length_256_cov_1.620112	1	256	4	256	100	2.33594	36.5	60
NODE_259_length_256_cov_1.273743	1	256	1	151	58.9844	0.589844	32.7	7
NODE_260_length_256_cov_0.826816	1	256	2	256	100	1.17969	36.4	60
NODE_261_length_256_cov_0.687151	1	256	2	256	100	1.08203	24.6	60
NODE_262_length_255_cov_0.960674	1	255	4	255	100	1.79216	35.9	60
NODE_263_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.4	60
NODE_264_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.8	60
NODE_265_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.4	60
NODE_266_length_255_cov_0.831461	1	255	2	255	100	1.18431	35.5	60
NODE_267_length_255_cov_0.831461	1	255	2	255	100	1.18431	35.4	60
NODE_268_length_255_cov_0.747191	1	255	2	255	100	1.18431	25.8	60
NODE_269_length_255_cov_0.730337	1	255	2	255	100	1.18431	34.5	60
NODE_270_length_254_cov_0.943503	1	254	1	151	59.4488	0.594488	31.2	28
NODE_271_length_254_cov_0.836158	1	254	2	254	100	1.18898	34.6	60
NODE_272_length_254_cov_0.802260	1	254	2	254	100	1.18898	27.5	60
NODE_273_length_254_cov_0.683616	1	254	2	254	100	1.15354	25.8	60
NODE_274_length_253_cov_343.164773	1	253	1148	253	100	525.111	35.2	52.1
NODE_275_length_253_cov_0.840909	1	253	2	253	100	1.19368	35.8	60
NODE_276_length_253_cov_0.840909	1	253	2	253	100	1.19368	36.5	60
NODE_277_length_253_cov_0.840909	1	253	4	253	100	2.38735	30.7	60
NODE_278_length_253_cov_0.755682	1	253	2	253	100	1.19368	34.4	60
NODE_279_length_252_cov_71.262857	1	252	225	252	100	120.179	35.3	58
NODE_280_length_252_cov_3.137143	1	252	12	252	100	6.9881	34.3	60
NODE_281_length_252_cov_1.588571	1	252	4	252	100	2.33333	36.7	60
NODE_282_length_252_cov_0.845714	1	252	2	252	100	1.19841	36.6	60
NODE_283_length_252_cov_0.845714	1	252	2	252	100	1.19841	34.6	60
NODE_284_length_252_cov_0.845714	1	252	2	252	100	1.19841	36.5	60
NODE_285_length_252_cov_0.714286	1	252	2	252	100	1.19841	31.3	60
NODE_286_length_251_cov_1.827586	1	251	6	251	100	3.40239	36	60
NODE_287_length_251_cov_1.701149	1	251	4	251	100	2.40637	35.4	60
NODE_288_length_251_cov_0.850575	1	251	2	251	100	1.20319	36.4	60
NODE_289_length_251_cov_0.850575	1	251	2	251	100	1.20319	34	60
NODE_290_length_251_cov_0.850575	1	251	2	251	100	1.20319	36.4	60
NODE_291_length_251_cov_0.850575	1	251	2	251	100	1.20319	34.4	60
NODE_292_length_251_cov_0.758621	1	251	2	251	100	1.20319	27.4	56.5
NODE_293_length_250_cov_683.809249	1	250	2245	250	100	1193.43	35.4	52.9
NODE_294_length_250_cov_1.658960	1	250	16	250	100	3.808	35.6	32.4
NODE_295_length_250_cov_1.000000	1	250	1	151	60.4	0.604	32.6	36
NODE_296_length_250_cov_0.988439	1	250	10	250	100	4.168	34.6	39.9
NODE_297_length_250_cov_0.855491	1	250	2	250	100	1.208	36.4	60
NODE_298_length_250_cov_0.855491	1	250	2	250	100	1.208	36.8	60
NODE_299_length_250_cov_0.855491	1	250	2	250	100	1.208	36	60
NODE_300_length_250_cov_0.815029	1	250	2	250	100	1.208	32	60
NODE_301_length_250_cov_0.797688	1	250	2	250	100	1.168	27.2	60
NODE_302_length_250_cov_0.739884	1	250	2	250	100	1.208	36.2	60
NODE_303_length_250_cov_0.676301	1	250	2	250	100	1.084	26.6	60
NODE_304_length_250_cov_0.647399	1	250	4	250	100	1.464	36.1	60
NODE_305_length_249_cov_1.372093	1	249	4	249	100	2.27309	35.9	60
NODE_307_length_249_cov_1.122093	1	249	1	151	60.6426	0.606426	34.5	22
NODE_308_length_249_cov_0.953488	1	249	4	249	100	2.38554	33.4	60
NODE_309_length_249_cov_0.860465	1	249	2	249	100	1.21285	33.8	60
NODE_310_length_249_cov_0.860465	1	249	2	249	100	1.21285	34.6	60
NODE_311_length_249_cov_0.860465	1	249	2	249	100	1.21285	36.3	60
NODE_312_length_249_cov_0.790698	1	249	2	249	100	1.21285	26.2	60
NODE_313_length_249_cov_0.744186	1	249	2	249	100	1.21285	34.9	60
NODE_314_length_248_cov_1.116959	1	248	2	204	82.2581	1.21774	35.9	60
NODE_316_length_247_cov_0.870588	1	247	2	247	100	1.22267	30.2	51.5
NODE_317_length_246_cov_1.213018	1	246	20	246	100	6.86179	34.6	60
NODE_318_length_246_cov_0.875740	1	246	2	246	100	1.22764	33.8	60
NODE_319_length_246_cov_0.875740	1	246	2	246	100	1.22764	36.1	60
NODE_320_length_246_cov_0.875740	1	246	2	246	100	1.22764	36.5	60
NODE_321_length_246_cov_0.875740	1	246	2	246	100	1.22764	35.9	60
NODE_322_length_246_cov_0.869822	1	246	2	246	100	1.22764	30.9	55.5
NODE_323_length_246_cov_0.319527	1	246	12	246	100	3.0935	34.7	45
NODE_324_length_245_cov_2.107143	1	245	8	245	100	3.95918	36.4	60
NODE_325_length_245_cov_1.333333	1	245	28	245	100	7.93061	33.9	54.6
NODE_326_length_245_cov_1.107143	1	245	14	245	100	3.98367	32.3	7.79
NODE_327_length_245_cov_0.880952	1	245	2	245	100	1.23265	36	60
NODE_328_length_245_cov_0.880952	1	245	2	245	100	1.23265	35.7	60
NODE_329_length_245_cov_0.880952	1	245	2	245	100	1.23265	35.8	60
NODE_330_length_245_cov_0.880952	1	245	2	245	100	1.23265	36.8	60
NODE_332_length_244_cov_0.886228	1	244	1	151	61.8852	0.618852	30.5	60
NODE_333_length_244_cov_0.886228	1	244	2	244	100	1.2377	36.8	60
NODE_334_length_244_cov_0.886228	1	244	2	244	100	1.2377	35.8	60
NODE_335_length_244_cov_0.706587	1	244	2	244	100	1.2377	33.6	60
NODE_336_length_243_cov_52.451807	1	243	369	243	100	208.638	34.8	44.2
NODE_337_length_243_cov_1.349398	1	243	4	243	100	2.4856	35.5	60
NODE_338_length_243_cov_0.891566	1	243	2	243	100	1.2428	27.2	57
NODE_339_length_243_cov_0.891566	1	243	2	243	100	1.2428	36.5	60
NODE_340_length_243_cov_0.879518	1	243	2	243	100	1.2428	30.5	46
NODE_341_length_243_cov_0.789157	1	243	2	243	100	1.2428	35.8	60
NODE_342_length_243_cov_0.662651	1	243	2	243	100	1.08642	25.1	60
NODE_343_length_242_cov_1.048485	1	242	3	156	64.4628	0.896694	32.9	15
NODE_344_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.2	60
NODE_345_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.7	60
NODE_346_length_242_cov_0.896970	1	242	2	242	100	1.24793	30.6	43
NODE_347_length_242_cov_0.896970	1	242	3	242	100	1.52066	31.6	48.3
NODE_348_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.7	60
NODE_349_length_242_cov_0.884848	1	242	2	242	100	1.24793	30.1	57
NODE_350_length_242_cov_0.884848	1	242	4	242	100	2.18595	28.8	48
