#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_103_length_165_cov_533.295455	1	165	663	165	100	526.521	35.3	51.6
NODE_104_length_165_cov_42.909091	1	165	130	165	100	80.4424	34.3	32.5
NODE_105_length_164_cov_200.229885	1	164	502	164	100	349.384	34.3	33.7
NODE_106_length_164_cov_199.770115	1	164	489	164	100	360.47	34.5	31.4
NODE_107_length_164_cov_91.643678	1	164	129	164	100	105.293	34.5	48.2
NODE_108_length_162_cov_112.282353	1	162	1578	162	100	1261.96	34.8	30.2
NODE_109_length_161_cov_132.785714	1	161	245	161	100	191.348	34.7	47.1
NODE_110_length_160_cov_159.192771	1	160	72	160	100	57.1875	34.9	30.3
NODE_111_length_158_cov_311.419753	1	158	339	158	100	282.209	34.5	50.8
NODE_112_length_158_cov_56.814815	1	158	129	158	100	104.278	34.6	38.4
NODE_113_length_158_cov_41.135802	1	158	81	158	100	49.019	34.7	36.5
NODE_114_length_157_cov_262.087500	1	157	634	157	100	469.471	34.3	30.7
NODE_115_length_156_cov_135.468354	1	156	283	156	100	226.667	34.4	42.6
NODE_116_length_155_cov_332.641026	1	155	3430	155	100	2192.6	26.2	35.9
NODE_117_length_155_cov_321.589744	1	155	424	155	100	360.619	35	30.3
NODE_118_length_155_cov_306.935897	1	155	422	155	100	357.845	34.8	29.7
NODE_119_length_155_cov_251.448718	1	155	148	155	100	125.497	35.5	24.5
NODE_120_length_155_cov_230.192308	1	155	42	155	100	35.1806	34.8	14
NODE_121_length_155_cov_217.576923	1	155	132	155	100	113.432	35.2	25.5
NODE_122_length_155_cov_207.384615	1	155	38	155	100	28.9032	33.8	8.84
NODE_123_length_155_cov_200.628205	1	155	268	155	100	131.729	35.1	30.4
NODE_124_length_155_cov_154.128205	1	155	1006	155	100	861.606	34.6	38.9
NODE_125_length_155_cov_124.782051	1	155	12	155	100	9.76774	35.1	26
NODE_126_length_155_cov_94.846154	1	155	1272	155	100	1104.37	34.5	40.5
NODE_127_length_155_cov_84.923077	1	155	215	155	100	171.026	34.2	25.9
NODE_128_length_155_cov_83.230769	1	155	3179	155	100	1341.85	28.5	26.7
NODE_129_length_155_cov_76.269231	1	155	84	155	100	72.2903	34.6	27.6
NODE_130_length_155_cov_75.910256	1	155	37	155	100	32.3613	35.1	18.7
NODE_131_length_155_cov_68.871795	1	155	164	155	100	124.613	34.7	34.4
NODE_132_length_155_cov_56.833333	1	155	128	155	100	113.69	35	36.7
NODE_133_length_155_cov_51.871795	1	155	145	155	100	124.284	33.9	37.6
NODE_134_length_155_cov_48.820513	1	155	18	155	100	15.2387	35.6	22.9
NODE_135_length_155_cov_48.423077	1	155	279	155	100	172.768	35.4	59.9
NODE_136_length_155_cov_46.948718	1	155	121	155	100	101.316	35.1	16
NODE_137_length_155_cov_42.269231	1	155	191	155	100	140.645	34.5	26.9
NODE_138_length_155_cov_40.666667	1	155	54	155	100	46.6323	34.9	25.6
NODE_139_length_155_cov_40.320513	1	155	48	155	100	39.9097	33.9	25
NODE_140_length_155_cov_39.717949	1	155	68	155	100	50.4774	33.6	28.9
NODE_141_length_155_cov_39.615385	1	155	53	155	100	34.8774	33.5	23
NODE_142_length_155_cov_39.205128	1	155	50	155	100	43.3419	35.1	21.7
NODE_143_length_154_cov_194.376623	1	154	258	154	100	204.825	34.7	45.8
NODE_144_length_154_cov_111.402597	1	154	2803	154	100	2265.94	27.8	10
NODE_145_length_154_cov_63.480519	1	154	1592	154	100	1274.08	26.7	17
NODE_146_length_153_cov_159.973684	1	153	2182	153	100	1656.76	26.1	9.08
NODE_147_length_152_cov_355.106667	1	152	1669	152	100	1450.6	34.6	51.5
NODE_148_length_152_cov_341.986667	1	152	222	152	100	199.586	34.7	38.2
NODE_149_length_152_cov_104.680000	1	152	2155	152	100	1736.86	25.9	16.9
NODE_150_length_151_cov_45.297297	1	151	268	151	100	141.623	33.7	19.1
NODE_151_length_149_cov_1688.361111	1	149	918	149	100	774.919	35	13.8
NODE_152_length_149_cov_375.041667	1	149	382	149	100	332.027	34.9	29.8
NODE_153_length_149_cov_364.944444	1	149	416	149	100	355.792	35	48.8
NODE_154_length_149_cov_102.194444	1	149	73	149	100	61.4966	34.2	25.2
NODE_155_length_149_cov_67.569444	1	149	474	149	100	429.805	34.6	26.5
NODE_156_length_149_cov_47.944444	1	149	95	149	100	73.2483	33.8	34.1
NODE_157_length_148_cov_209.563380	1	148	211	148	100	185.973	35.2	28.4
NODE_158_length_148_cov_49.056338	1	148	104	148	100	92.4797	35.3	17.4
NODE_159_length_147_cov_207.800000	1	147	17	147	100	12.5714	32.7	10.9
NODE_160_length_147_cov_47.185714	1	147	69	147	100	57.3333	35	46.6
NODE_161_length_146_cov_2047.710145	1	146	440	146	100	282.493	35.1	12.8
NODE_162_length_146_cov_310.492754	1	146	582	146	100	488.11	34.9	32.4
NODE_163_length_146_cov_44.724638	1	146	39	146	100	33.0822	33.4	26.3
NODE_164_length_145_cov_106.691176	1	145	250	145	100	202.152	34.5	31.3
NODE_165_length_144_cov_271.223881	1	144	127	144	100	110.188	34.5	15.5
NODE_166_length_144_cov_166.626866	1	144	170	144	100	152.035	35.3	54.5
NODE_167_length_144_cov_62.044776	1	144	129	144	100	99.1736	33	27.8
NODE_168_length_143_cov_155.651515	1	143	143	143	100	129.839	35.4	52.9
NODE_169_length_143_cov_55.803030	1	143	56	143	100	50.3007	35.5	48.2
NODE_170_length_143_cov_44.212121	1	143	80	143	100	65.2238	34.6	13.1
NODE_171_length_143_cov_39.681818	1	143	17	143	100	13.8531	32.6	17.8
NODE_172_length_142_cov_138.753846	1	142	202	142	100	177.451	33.4	26.5
NODE_173_length_141_cov_93.656250	1	141	154	141	100	133.858	33.5	19.5
NODE_174_length_141_cov_40.046875	1	141	141	141	100	74.2411	33	27.6
NODE_175_length_140_cov_233.507937	1	140	307	140	100	269.679	34.8	42.3
NODE_176_length_140_cov_154.857143	1	140	311	140	100	259.729	34.7	36
NODE_177_length_140_cov_141.603175	1	140	24	140	100	17.0643	32.8	19.2
NODE_178_length_140_cov_124.174603	1	140	99	140	100	89.4214	34.6	21.2
NODE_179_length_140_cov_46.428571	1	140	46	140	100	41.2071	35.3	48.5
NODE_180_length_139_cov_47.758065	1	139	32	139	100	26.9065	34.5	26.1
NODE_181_length_138_cov_104.245902	1	138	1728	138	100	1407.08	25.5	9.16
NODE_182_length_138_cov_99.245902	1	138	73	138	100	58.1449	34.5	16.6
NODE_183_length_137_cov_452.916667	1	137	529	137	100	487.234	34.3	42.9
NODE_184_length_137_cov_114.533333	1	137	32	137	100	18.1022	34	12.2
NODE_185_length_137_cov_94.266667	1	137	55	137	100	45.4161	34.4	15.1
NODE_186_length_137_cov_85.650000	1	137	30	137	100	28.7153	34.7	28
NODE_187_length_137_cov_47.516667	1	137	121	137	100	102.547	34.5	12.1
NODE_188_length_136_cov_382.220339	1	136	426	136	100	369.199	35.3	46.4
NODE_189_length_135_cov_219.913793	1	135	145	135	100	130.311	34.8	25.8
NODE_190_length_135_cov_145.482759	1	135	165	135	100	149.563	34.8	42.6
NODE_191_length_135_cov_66.913793	1	135	71	135	100	53.3778	33.6	25.3
NODE_192_length_134_cov_262.929825	1	134	34	134	100	9.47761	35	11.1
NODE_193_length_133_cov_62.535714	1	133	251	133	100	201.722	35.1	34.4
NODE_194_length_132_cov_223.436364	1	132	50	132	100	44.6894	34.6	18.3
NODE_195_length_131_cov_125.055556	1	131	30	131	100	26.8168	34.9	20.7
NODE_196_length_131_cov_94.629630	1	131	1	39	29.771	0.29771	31.4	0
NODE_197_length_131_cov_52.574074	1	131	1	42	32.0611	0.320611	32.6	0
NODE_198_length_131_cov_47.888889	1	131	17	131	100	9.8855	34	2.65
NODE_199_length_131_cov_45.407407	1	131	35	131	100	28.0305	34.9	16.3
NODE_200_length_131_cov_41.611111	1	131	74	131	100	59.8855	34.9	14.4
NODE_201_length_129_cov_102.153846	1	129	78	129	100	68.3876	35.6	24.2
NODE_202_length_129_cov_58.980769	1	129	5	113	87.5969	2.39535	35.2	1.8
NODE_203_length_128_cov_339.254902	1	128	171	128	100	156.273	34.5	25.9
NODE_204_length_128_cov_153.392157	1	128	19	128	100	15.5547	33.5	42.4
NODE_205_length_128_cov_42.509804	1	128	70	128	100	64.8438	34.6	36.9
NODE_206_length_127_cov_99.160000	1	127	133	127	100	108.441	34.8	30.6
NODE_207_length_126_cov_266.428571	1	126	233	126	100	215.063	34.7	26.9
NODE_208_length_125_cov_299.500000	1	125	22	125	100	16.112	33.2	21.9
NODE_209_length_125_cov_225.395833	1	125	7	118	94.4	4.456	30.4	5.86
NODE_211_length_125_cov_79.687500	1	125	71	125	100	59.2	34.6	8.46
NODE_212_length_125_cov_42.500000	1	125	16	125	100	15.208	34.2	21.4
NODE_213_length_125_cov_42.125000	1	125	11	125	100	10.752	34.8	12.7
NODE_214_length_124_cov_1145.297872	1	124	223	124	100	167.46	33.7	19.4
NODE_215_length_124_cov_445.148936	1	124	775	124	100	618.323	26	2.74
NODE_216_length_124_cov_247.255319	1	124	64	124	100	55.0161	34.8	15.8
NODE_217_length_122_cov_430.133333	1	122	49	122	100	33.1639	31.4	11.8
NODE_218_length_122_cov_421.555556	1	122	6	122	100	4.39344	32.4	28.5
NODE_219_length_122_cov_312.400000	1	122	3	74	60.6557	1.46721	36.6	0.667
NODE_220_length_122_cov_74.644444	1	122	1	66	54.0984	0.540984	35.5	10
NODE_221_length_122_cov_61.866667	1	122	1212	122	100	895.631	26.6	7.57
NODE_222_length_122_cov_60.977778	1	122	83	122	100	66.582	35	10
NODE_224_length_121_cov_244.818182	1	121	249	121	100	224.785	34.6	28.6
NODE_225_length_121_cov_105.704545	1	121	127	121	100	114.959	34.8	34.9
NODE_226_length_120_cov_66.511628	1	120	42	120	100	35.2083	34.2	29.5
NODE_227_length_119_cov_410.928571	1	119	8	119	100	4.54622	34	10.1
NODE_228_length_119_cov_274.404762	1	119	7	113	94.958	2.68067	32.2	0
NODE_229_length_119_cov_248.047619	1	119	3	79	66.3866	1.7479	32.2	25.3
NODE_230_length_119_cov_226.000000	1	119	209	119	100	200.084	34.8	40
NODE_231_length_119_cov_225.333333	1	119	167	119	100	159.672	35.4	23.4
NODE_232_length_119_cov_223.738095	1	119	206	119	100	190.361	35.4	22.1
NODE_233_length_119_cov_158.476190	1	119	202	119	100	187.336	34.5	35.1
NODE_234_length_119_cov_148.476190	1	119	3	104	87.395	2.21849	32.9	33.3
NODE_235_length_119_cov_121.309524	1	119	238	119	100	231.521	34.8	14
NODE_236_length_119_cov_75.214286	1	119	3	91	76.4706	1.22689	36.2	18.7
NODE_237_length_119_cov_71.238095	1	119	79	119	100	73.8824	34.7	41.9
NODE_238_length_119_cov_48.952381	1	119	3	115	96.6387	1.80672	36.3	3
NODE_239_length_118_cov_131.585366	1	118	22	117	99.1525	12.8305	34.5	3
NODE_240_length_118_cov_85.829268	1	118	575	118	100	461.102	26.1	1.77
NODE_241_length_117_cov_512.725000	1	117	569	117	100	521.915	34.6	33.9
NODE_242_length_117_cov_231.075000	1	117	3	117	100	2.60684	35.1	27.3
NODE_243_length_117_cov_186.950000	1	117	4	107	91.453	2.91453	33.3	2
NODE_244_length_117_cov_126.975000	1	117	5	98	83.7607	3.17949	31.1	9.6
NODE_245_length_117_cov_45.650000	1	117	7	114	97.4359	4.42735	30.6	0.143
NODE_246_length_116_cov_480.205128	1	116	13	116	100	9.65517	34.3	11.5
NODE_247_length_116_cov_449.128205	1	116	11	116	100	6.18966	33.3	12.7
NODE_248_length_116_cov_319.282051	1	116	7	116	100	4.81034	34.1	2.43
NODE_249_length_116_cov_116.897436	1	116	14	116	100	10	30.4	10.4
NODE_250_length_116_cov_110.641026	1	116	10	116	100	9.44828	34.4	34.5
NODE_251_length_116_cov_101.051282	1	116	3	96	82.7586	1.87069	30	12.7
NODE_252_length_116_cov_70.025641	1	116	2	84	72.4138	1.09483	35.9	4
NODE_253_length_114_cov_3488.513514	1	114	157	114	100	140.798	34.5	14.4
NODE_254_length_114_cov_183.432432	1	114	7	114	100	5.33333	32.3	3.57
NODE_255_length_114_cov_125.972973	1	114	69	114	100	57.6404	35.1	16.1
NODE_256_length_114_cov_107.405405	1	114	5	114	100	3.07895	34.1	5.6
NODE_257_length_114_cov_69.810811	1	114	43	114	100	41.5702	35.3	20.7
NODE_258_length_114_cov_49.486486	1	114	461	114	100	347.719	26.3	0.738
NODE_259_length_113_cov_2432.388889	1	113	23	113	100	16.4867	32.6	12.6
NODE_260_length_113_cov_1132.527778	1	113	64	113	100	51.7434	33.6	16.9
NODE_261_length_113_cov_295.361111	1	113	84	113	100	74.8496	34.1	8.24
NODE_262_length_113_cov_268.888889	1	113	70	113	100	44.0796	34	5.17
NODE_263_length_113_cov_164.055556	1	113	79	113	100	70.531	35.2	34.9
NODE_264_length_113_cov_152.416667	1	113	11	113	100	8.63717	32.9	16.6
NODE_265_length_113_cov_138.333333	1	113	2	104	92.0354	1.83186	35.9	55
NODE_266_length_113_cov_134.944444	1	113	201	113	100	152.212	35.7	27.1
NODE_267_length_113_cov_134.194444	1	113	3	107	94.6903	2.29204	35.3	0
NODE_268_length_113_cov_130.027778	1	113	11	113	100	7.15929	32.7	7.18
NODE_269_length_113_cov_105.055556	1	113	79	113	100	60.5221	34.8	14.4
NODE_270_length_113_cov_54.750000	1	113	9	80	70.7965	5.73451	34.7	10.7
NODE_271_length_113_cov_43.555556	1	113	30	107	94.6903	17.354	34.2	6.4
NODE_272_length_113_cov_40.638889	1	113	26	113	100	25.9027	34.3	11.7
NODE_273_length_113_cov_39.916667	1	113	5	113	100	4.89381	33	2
NODE_274_length_112_cov_481.342857	1	112	272	112	100	265.545	34.7	44
NODE_275_length_111_cov_403.058824	1	111	22	111	100	16.5225	33.1	13.5
NODE_276_length_111_cov_258.882353	1	111	62	111	100	50.8739	34.4	25.2
NODE_277_length_111_cov_181.382353	1	111	15	111	100	13.1441	32.9	6.67
NODE_278_length_111_cov_111.764706	1	111	44	111	100	43.2342	35	14
NODE_279_length_110_cov_441.121212	1	110	18	110	100	16.4909	33.8	12.9
NODE_280_length_110_cov_108.787879	1	110	728	110	100	578.082	32.9	11.6
NODE_281_length_110_cov_90.151515	1	110	12	110	100	5.23636	32.3	9.17
NODE_282_length_110_cov_84.363636	1	110	4	104	94.5455	2.84545	33.8	2.25
NODE_283_length_110_cov_72.363636	1	110	72	110	100	68.1455	34.4	21.6
NODE_284_length_110_cov_61.454545	1	110	60	110	100	53.6727	34.7	19.6
NODE_285_length_110_cov_45.727273	1	110	2	103	93.6364	1.83636	31.4	7.5
NODE_287_length_108_cov_217.741935	1	108	109	108	100	91.1574	35	13.5
NODE_288_length_107_cov_647.966667	1	107	38	107	100	29.2243	32.1	19
NODE_289_length_107_cov_156.433333	1	107	5	101	94.3925	3.70093	34.8	26.2
NODE_290_length_107_cov_134.566667	1	107	2	83	77.5701	1.42991	27.6	0.5
NODE_291_length_107_cov_116.633333	1	107	1	69	64.486	0.64486	35.7	0
NODE_292_length_107_cov_72.266667	1	107	244	107	100	152.514	26	1.79
NODE_293_length_107_cov_58.800000	1	107	23	107	100	15.5701	33.5	10.4
NODE_294_length_107_cov_50.333333	1	107	145	107	100	96.6636	34.6	21.9
NODE_295_length_106_cov_1822.413793	1	106	179	106	100	167.208	34.8	27.5
NODE_296_length_106_cov_1467.965517	1	106	902	106	100	887.028	34.8	28.8
NODE_297_length_106_cov_178.517241	1	106	14	106	100	13.1321	34.6	3.93
NODE_298_length_105_cov_111.928571	1	105	5	104	99.0476	4.20952	33.2	10.6
NODE_299_length_104_cov_269.814815	1	104	139	104	100	131.327	34.4	16
NODE_300_length_104_cov_193.666667	1	104	40	104	100	33.375	33.9	18.4
NODE_302_length_104_cov_79.777778	1	104	3	97	93.2692	2.16346	35.7	19
NODE_303_length_104_cov_58.333333	1	104	2	104	100	1.78846	31.7	7.5
NODE_304_length_103_cov_438.153846	1	103	56	103	100	49.7087	34.4	4.95
NODE_305_length_103_cov_158.230769	1	103	2	89	86.4078	1.58252	30.1	4
NODE_306_length_103_cov_85.461538	1	103	13	103	100	8.62136	33.8	1.54
NODE_307_length_102_cov_424.560000	1	102	4	102	100	3.87255	32.5	22
NODE_308_length_102_cov_302.240000	1	102	20	102	100	14.5	32.7	5.25
NODE_309_length_102_cov_176.680000	1	102	22	102	100	13.0098	34.7	8.23
NODE_310_length_102_cov_48.000000	1	102	9	102	100	4.38235	31.4	0
NODE_311_length_101_cov_1094.625000	1	101	27	101	100	19.4455	31.8	8.59
NODE_312_length_101_cov_452.958333	1	101	6	101	100	4.9703	35	4.83
NODE_313_length_101_cov_411.375000	1	101	5	98	97.0297	3.25743	34.8	0.2
NODE_314_length_101_cov_361.416667	1	101	16	101	100	12.7129	30.7	8.25
NODE_315_length_101_cov_249.875000	1	101	33	101	100	26.099	34.2	7.52
NODE_316_length_101_cov_219.166667	1	101	4	85	84.1584	2.33663	33.1	0
NODE_317_length_101_cov_196.375000	1	101	6	89	88.1188	2.75248	36.3	0
NODE_318_length_101_cov_180.708333	1	101	30	101	100	29.1188	34.9	5.1
NODE_319_length_101_cov_92.000000	1	101	25	101	100	15.3267	36.1	12
NODE_321_length_101_cov_65.500000	1	101	4	101	100	3.77228	34	5.5
NODE_322_length_101_cov_55.500000	1	101	15	101	100	10.5743	32.1	13.4
NODE_323_length_99_cov_910.500000	1	99	45	99	100	28.2929	34.1	0.6
NODE_324_length_99_cov_192.454545	1	99	267	99	100	230.596	32.9	9.33
NODE_325_length_99_cov_84.227273	1	99	2	51	51.5152	1.0303	36.4	6
NODE_326_length_98_cov_1471.333333	1	98	186	94	95.9184	103.367	35.2	0.72
NODE_327_length_98_cov_773.523810	1	98	43	98	100	34.1327	32	2.95
NODE_328_length_98_cov_758.000000	1	98	17	98	100	11.0102	34.9	7.12
NODE_329_length_98_cov_587.285714	1	98	20	98	100	18.1837	34	1.5
NODE_330_length_98_cov_228.142857	1	98	7	98	100	5.9898	35.2	34.1
NODE_331_length_98_cov_217.523810	1	98	21	98	100	18.8367	33.1	9.62
NODE_332_length_98_cov_202.619048	1	98	6	97	98.9796	5.62245	35.1	21
NODE_333_length_98_cov_160.190476	1	98	7	96	97.9592	5.19388	33.7	24.1
NODE_334_length_98_cov_146.285714	1	98	14	98	100	12.6735	34.7	21.6
NODE_335_length_98_cov_102.238095	1	98	14	98	100	10.7245	34	14.1
NODE_336_length_98_cov_101.380952	1	98	99	98	100	76.3571	31.7	4.43
NODE_337_length_98_cov_85.809524	1	98	202	98	100	158.255	35.4	10.3
NODE_338_length_98_cov_80.904762	1	98	1	48	48.9796	0.489796	25.5	0
NODE_339_length_98_cov_78.904762	1	98	13	98	100	8.23469	35.4	0.154
NODE_340_length_98_cov_73.047619	1	98	8	86	87.7551	4.06122	32.4	0.375
NODE_341_length_98_cov_69.619048	1	98	16	98	100	11.3469	33.9	3.12
NODE_342_length_98_cov_39.714286	1	98	3	74	75.5102	1.76531	32.1	0
NODE_343_length_97_cov_2431.100000	1	97	32	97	100	25.3093	34.3	22.5
NODE_344_length_97_cov_1033.300000	1	97	13	96	98.9691	8.24742	34	6.92
NODE_345_length_97_cov_805.150000	1	97	75	97	100	69.6598	32.4	4.53
NODE_346_length_97_cov_302.250000	1	97	14	97	100	7.93814	33.1	0.429
