#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_61_length_1223_cov_84.094241	1	1223	2023	1223	100	207.316	35.2	52.9
NODE_62_length_1209_cov_87.631625	1	1209	10162	1209	100	1076.36	35.1	42.9
NODE_63_length_1086_cov_56.184341	1	1086	6846	1086	100	459.691	35.3	59.1
NODE_64_length_1051_cov_97.901437	1	1051	1571	1051	100	203.547	35.3	59.6
NODE_65_length_1028_cov_274.522608	1	1028	4286	1028	100	483.391	35.1	43.9
NODE_66_length_994_cov_61.653217	1	994	1648	994	100	214.846	35.4	60
NODE_67_length_926_cov_72.566549	1	926	1483	926	100	204.482	35.3	60
NODE_68_length_924_cov_1.386068	1	924	16	924	100	2.6039	35.3	60
NODE_69_length_917_cov_1.735714	1	917	20	917	100	3.2868	35.4	60
NODE_70_length_878_cov_1.364544	1	878	19	878	100	3.11048	34.7	60
NODE_71_length_876_cov_1.713392	1	876	22	876	100	3.70091	34.6	60
NODE_72_length_870_cov_56.991173	1	870	693	870	100	111.177	35.2	58.6
NODE_73_length_824_cov_67.832664	1	824	1342	824	100	201.803	35.3	56.6
NODE_74_length_771_cov_1.704611	1	771	21	771	100	3.71077	34.6	60
NODE_75_length_751_cov_113.724036	1	751	1804	751	100	283.475	35.3	55.6
NODE_76_length_702_cov_1.776000	1	702	16	702	100	3.38177	34.8	60
NODE_77_length_688_cov_115.427169	1	688	3862	688	100	713.756	34.9	42
NODE_78_length_687_cov_87.708197	1	687	1015	687	100	193.854	35.4	59.7
NODE_79_length_621_cov_1.055147	1	621	14	621	100	2.46538	35.1	57.1
NODE_80_length_620_cov_933.957643	1	620	9052	620	100	1904.2	35.1	59.7
NODE_81_length_599_cov_2.164751	1	599	17	599	100	4.22871	34.6	60
NODE_82_length_585_cov_1.669291	1	585	12	585	100	3.08718	35.6	60
NODE_83_length_582_cov_2.443564	1	582	18	582	100	4.50172	35.4	60
NODE_84_length_552_cov_1269.913684	1	552	22488	552	100	3904.47	35.2	35.4
NODE_85_length_548_cov_1.237792	1	548	8	548	100	2.18978	36.1	60
NODE_86_length_546_cov_882.695096	1	546	8134	546	100	1864.08	35.2	59.5
NODE_87_length_543_cov_1.890558	1	543	16	543	100	3.96317	35.5	60
NODE_88_length_527_cov_97.386667	1	527	1008	527	100	243.159	35.2	58.1
NODE_89_length_527_cov_1.675556	1	527	11	527	100	3.03795	36.1	60
NODE_90_length_523_cov_685.363229	1	523	6390	523	100	1701.75	35.2	59.2
NODE_91_length_522_cov_79.038202	1	522	2198	522	100	566.525	35.1	32.7
NODE_92_length_512_cov_1.494253	1	512	10	512	100	2.94922	33.6	60
NODE_93_length_508_cov_2.000000	1	508	14	508	100	3.83071	34.5	60
NODE_94_length_503_cov_1.570423	1	503	10	503	100	2.99801	34.6	60
