#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_61_length_1223_cov_84.094241	1	1223	1622	1223	100	183.409	35.2	57.5
NODE_62_length_1209_cov_87.631625	1	1209	7485	1209	100	850.317	35.1	44.7
NODE_63_length_1086_cov_56.184341	1	1086	912	1086	100	116.714	34.9	56
NODE_64_length_1051_cov_97.901437	1	1051	1468	1051	100	196.647	35.3	59.4
NODE_65_length_1028_cov_274.522608	1	1028	1946	1028	100	251.402	35.3	48
NODE_66_length_994_cov_61.653217	1	994	1212	994	100	174.727	35.4	53
NODE_67_length_926_cov_72.566549	1	926	1128	926	100	173.835	35.3	55.3
NODE_68_length_924_cov_1.386068	1	924	16	924	100	2.6039	35.3	60
NODE_69_length_917_cov_1.735714	1	917	20	917	100	3.2868	35.4	60
NODE_70_length_878_cov_1.364544	1	878	19	878	100	3.11048	34.7	60
NODE_71_length_876_cov_1.713392	1	876	22	876	100	3.70091	34.6	60
NODE_72_length_870_cov_56.991173	1	870	685	870	100	110.107	35.2	58.7
NODE_73_length_824_cov_67.832664	1	824	839	824	100	142.373	35.2	56.1
NODE_74_length_771_cov_1.704611	1	771	21	771	100	3.71077	34.6	60
NODE_75_length_751_cov_113.724036	1	751	1178	751	100	220.816	35.2	59.1
NODE_76_length_702_cov_1.776000	1	702	16	702	100	3.38177	34.8	60
NODE_77_length_688_cov_115.427169	1	688	2512	688	100	502.369	34.9	46.2
NODE_78_length_687_cov_87.708197	1	687	870	687	100	177.153	35.4	57.4
NODE_79_length_621_cov_1.055147	1	621	14	621	100	2.46538	35.1	57.1
NODE_80_length_620_cov_933.957643	1	620	7851	620	100	1770.48	35.1	59.3
NODE_81_length_599_cov_2.164751	1	599	17	599	100	4.22871	34.6	60
NODE_82_length_585_cov_1.669291	1	585	12	585	100	3.08718	35.6	60
NODE_83_length_582_cov_2.443564	1	582	18	582	100	4.50172	35.4	60
NODE_84_length_552_cov_1269.913684	1	552	11684	552	100	2792.9	35	52.1
NODE_85_length_548_cov_1.237792	1	548	8	548	100	2.18978	36.1	60
NODE_86_length_546_cov_882.695096	1	546	6494	546	100	1656.17	35.1	59
NODE_87_length_543_cov_1.890558	1	543	16	543	100	3.96317	35.5	60
NODE_88_length_527_cov_97.386667	1	527	812	527	100	213.943	35.2	55.4
NODE_89_length_527_cov_1.675556	1	527	11	527	100	3.03795	36.1	60
NODE_90_length_523_cov_685.363229	1	523	5130	523	100	1376.33	35.3	55.5
NODE_91_length_522_cov_79.038202	1	522	673	522	100	174.508	34.9	47.9
NODE_92_length_512_cov_1.494253	1	512	10	512	100	2.94922	33.6	60
NODE_93_length_508_cov_2.000000	1	508	14	508	100	3.83071	34.5	60
NODE_94_length_503_cov_1.570423	1	503	10	503	100	2.99801	34.6	60
NODE_95_length_499_cov_2.078199	1	499	12	499	100	3.63126	34.8	60
NODE_96_length_495_cov_1.779904	1	495	14	495	100	3.58384	34.8	58.6
NODE_97_length_491_cov_89.618357	1	491	655	491	100	188.768	35.2	46.8
NODE_98_length_486_cov_1.882641	1	486	11	486	100	3.4177	34.6	60
NODE_99_length_485_cov_99.240196	1	485	615	485	100	176.635	35	58.9
NODE_100_length_475_cov_119.241206	1	475	722	475	100	212.12	35.5	59.4
NODE_101_length_473_cov_75.267677	1	473	1466	473	100	397.78	35.2	37.3
NODE_102_length_456_cov_1.171504	1	456	6	456	100	1.98684	36	60
NODE_103_length_454_cov_583.294430	1	454	3904	454	100	1143.68	35.4	54.3
NODE_104_length_454_cov_0.981432	1	454	5	454	100	1.663	36.6	60
NODE_105_length_450_cov_1.769437	1	450	10	450	100	3.28444	35.6	60
NODE_106_length_449_cov_146.094086	1	449	1032	449	100	314.795	35	40.1
NODE_107_length_449_cov_101.510753	1	449	577	449	100	179.134	35.3	58.9
NODE_108_length_445_cov_1.608696	1	445	8	445	100	2.71461	33.7	60
NODE_109_length_440_cov_169.820937	1	440	1095	440	100	319.825	34.8	41.7
NODE_110_length_437_cov_161.900000	1	437	978	437	100	299.101	35.1	56.6
NODE_111_length_429_cov_0.840909	1	429	4	429	100	1.40793	36.3	60
NODE_112_length_429_cov_0.798295	1	429	8	429	100	2.52214	35	60
NODE_113_length_422_cov_1.515942	1	422	8	422	100	2.86256	34.7	60
NODE_114_length_416_cov_0.887906	1	416	6	416	100	2.03606	33.3	60
NODE_115_length_408_cov_756.854985	1	408	4079	408	100	1387.53	35	53.6
NODE_116_length_406_cov_1.227964	1	406	6	406	100	2.133	35.5	60
NODE_117_length_402_cov_105.381538	1	402	591	402	100	203.828	35.3	54.7
NODE_118_length_398_cov_1.021807	1	398	5	398	100	1.89698	34.7	60
NODE_119_length_396_cov_1.855799	1	396	8	396	100	3.05051	36	60
NODE_120_length_395_cov_1.084906	1	395	6	395	100	2.17468	34.6	60
NODE_121_length_393_cov_3.183544	1	393	85	393	100	14.4784	35.5	40.2
NODE_122_length_389_cov_82.250000	1	389	389	389	100	138.846	35.1	59.4
NODE_123_length_389_cov_0.426282	1	389	58	389	100	14.2622	35.1	49.9
NODE_124_length_388_cov_2.745981	1	388	12	388	100	4.58247	36.2	60
NODE_125_length_383_cov_768.513072	1	383	4059	383	100	1483.66	35.3	56.2
NODE_126_length_383_cov_103.683007	1	383	755	383	100	260.757	35	43.8
NODE_127_length_376_cov_815.133779	1	376	3788	376	100	1380.14	34.8	58.4
NODE_128_length_364_cov_2.508711	1	364	14	364	100	4.51099	36.3	60
NODE_129_length_364_cov_1.658537	1	364	8	364	100	3.07692	35.6	60
NODE_130_length_361_cov_3.211268	1	361	50	361	100	10.6011	34	55.2
NODE_131_length_359_cov_159.460993	1	359	4026	359	100	1521.86	35	42.5
NODE_132_length_358_cov_1.053381	1	358	4	358	100	1.68715	35.4	60
NODE_133_length_357_cov_97.082143	1	357	403	357	100	157.532	34.9	59.1
NODE_134_length_356_cov_941.792115	1	356	4162	356	100	1610.44	34.8	58.9
NODE_135_length_345_cov_91.958955	1	345	391	345	100	153.829	35.4	58.8
NODE_136_length_343_cov_1278.977444	1	343	5125	343	100	2084.61	35.1	58.3
NODE_137_length_341_cov_181.125000	1	341	921	341	100	360.545	35.1	52.1
NODE_138_length_339_cov_1.896947	1	339	7	339	100	3.11799	34.1	60
NODE_139_length_338_cov_1.318008	1	338	10	338	100	2.97633	35.5	57.2
NODE_140_length_333_cov_120.828125	1	333	495	333	100	198.162	35.5	56.8
NODE_141_length_330_cov_2.023715	1	330	8	330	100	3.41818	35.2	60
NODE_142_length_329_cov_1.761905	1	329	6	329	100	2.7538	35.8	60
NODE_143_length_327_cov_2.664000	1	327	9	327	100	4.15596	35.6	60
NODE_144_length_326_cov_1904.489960	1	326	7684	326	100	3189.12	35.2	31.9
NODE_145_length_322_cov_194.934694	1	322	716	322	100	310.925	35.3	58.3
NODE_146_length_318_cov_1.228216	1	318	4	318	100	1.89937	36.4	60
NODE_147_length_318_cov_1.219917	1	318	4	318	100	1.89308	35.9	60
NODE_148_length_312_cov_1.880851	1	312	6	312	100	2.90385	34.8	60
NODE_149_length_309_cov_1.163793	1	309	5	309	100	2.11974	36.6	60
NODE_150_length_307_cov_91.104348	1	307	337	307	100	150.658	35.1	53.3
NODE_151_length_305_cov_2.921053	1	305	9	305	100	4.45574	35.5	60
NODE_152_length_305_cov_2.035088	1	305	7	305	100	3.28852	36.5	60
NODE_153_length_304_cov_1.920705	1	304	6	304	100	2.95395	35.9	60
NODE_154_length_303_cov_303.469027	1	303	1475	303	100	624.538	34.9	44.6
NODE_155_length_299_cov_108.364865	1	299	375	299	100	171.823	35.6	58.5
NODE_156_length_299_cov_1.531532	1	299	5	299	100	2.52508	35.3	60
NODE_157_length_297_cov_2.218182	1	297	8	297	100	3.71717	36.8	60
NODE_158_length_294_cov_1.364055	1	294	4	294	100	2.05442	36.7	60
NODE_159_length_293_cov_98.583333	1	293	325	293	100	152.331	35.3	58.4
NODE_160_length_292_cov_1.376744	1	292	4	292	100	2.06849	36.5	60
NODE_161_length_291_cov_2.752336	1	291	9	291	100	4.40893	35.2	60
NODE_162_length_289_cov_1.716981	1	289	5	289	100	2.61246	34.9	60
NODE_163_length_289_cov_1.396226	1	289	4	289	100	2.08997	36	60
NODE_164_length_288_cov_1.402844	1	288	4	288	100	2.09722	34.8	60
NODE_165_length_288_cov_1.289100	1	288	4	288	100	2.09722	33.6	60
NODE_166_length_284_cov_1.304348	1	284	4	284	100	2.12676	34.1	60
NODE_167_length_283_cov_429.296117	1	283	1615	283	100	780.36	35.1	50.8
NODE_168_length_283_cov_1.436893	1	283	4	283	100	2.13428	36.6	60
NODE_169_length_283_cov_1.247573	1	283	10	283	100	3.13074	35	60
NODE_170_length_282_cov_384.117073	1	282	1587	282	100	763.972	35.2	47.7
NODE_171_length_281_cov_0.725490	1	281	2	281	100	1.07473	36.4	60
NODE_172_length_280_cov_2.187192	1	280	6	280	100	3.23571	34.5	60
NODE_173_length_279_cov_1.980198	1	279	6	279	100	3.21147	34.9	60
NODE_174_length_279_cov_1.034653	1	279	4	279	100	2.07527	35	60
NODE_175_length_278_cov_1.547264	1	278	7	278	100	2.85971	35.2	60
NODE_176_length_278_cov_0.736318	1	278	2	278	100	1.08633	35.6	60
NODE_177_length_278_cov_0.736318	1	278	2	278	100	1.08633	36.4	60
NODE_178_length_278_cov_0.736318	1	278	2	278	100	1.08633	36.7	60
NODE_179_length_277_cov_1.110000	1	277	3	277	100	1.63538	33.5	60
NODE_180_length_277_cov_0.740000	1	277	2	277	100	1.09025	36.6	60
NODE_181_length_275_cov_54.489899	1	275	164	275	100	79.1418	34.6	56.6
NODE_182_length_275_cov_2.777778	1	275	8	275	100	4.24	36.1	60
NODE_183_length_275_cov_1.494949	1	275	4	275	100	2.19636	35.2	60
NODE_184_length_274_cov_0.751269	1	274	2	274	100	1.10219	36.6	60
NODE_185_length_274_cov_0.736041	1	274	2	274	100	1.10219	34.2	60
NODE_186_length_273_cov_0.755102	1	273	2	273	100	1.10623	34	60
NODE_187_length_273_cov_0.755102	1	273	2	273	100	1.10623	36.5	60
NODE_188_length_273_cov_0.755102	1	273	2	273	100	1.10623	35.7	60
NODE_189_length_273_cov_0.755102	1	273	2	273	100	1.10623	36.4	60
NODE_190_length_273_cov_0.755102	1	273	2	273	100	1.10623	34.5	60
NODE_191_length_272_cov_0.758974	1	272	2	272	100	1.11029	36.2	60
NODE_192_length_272_cov_0.758974	1	272	2	272	100	1.11029	34	60
NODE_193_length_272_cov_0.758974	1	272	2	272	100	1.11029	34.8	60
NODE_194_length_272_cov_0.758974	1	272	2	272	100	1.11029	30.9	60
NODE_195_length_272_cov_0.758974	1	272	2	272	100	1.11029	36.3	60
NODE_196_length_271_cov_1.525773	1	271	4	271	100	2.22878	35.9	60
NODE_197_length_271_cov_0.762887	1	271	2	271	100	1.11439	33	60
NODE_198_length_271_cov_0.762887	1	271	2	271	100	1.11439	33.7	60
NODE_199_length_271_cov_0.762887	1	271	2	271	100	1.11439	36.6	60
NODE_200_length_271_cov_0.762887	1	271	2	271	100	1.11439	36.3	60
NODE_201_length_271_cov_0.762887	1	271	2	271	100	1.11439	35.7	60
NODE_202_length_271_cov_0.762887	1	271	2	271	100	1.11439	35.2	60
NODE_203_length_270_cov_0.766839	1	270	2	270	100	1.11852	35.5	60
NODE_204_length_270_cov_0.766839	1	270	6	270	100	1.59259	35.4	60
NODE_205_length_268_cov_1.549738	1	268	4	268	100	2.25373	36.2	60
NODE_206_length_266_cov_44.137566	1	266	213	266	100	108.929	35.6	38.7
NODE_207_length_266_cov_0.783069	1	266	2	266	100	1.13534	33.8	60
NODE_208_length_265_cov_0.787234	1	265	2	265	100	1.13962	35.6	60
NODE_209_length_264_cov_0.893048	1	264	3	264	100	1.68939	32.2	60
NODE_210_length_264_cov_0.791444	1	264	2	264	100	1.14394	36.2	60
NODE_211_length_264_cov_0.791444	1	264	2	264	100	1.14394	36.5	60
NODE_212_length_264_cov_0.791444	1	264	2	264	100	1.14394	35.7	60
NODE_213_length_263_cov_2.569892	1	263	8	263	100	4.1597	35.3	60
NODE_214_length_263_cov_0.795699	1	263	2	263	100	1.14829	33.8	60
NODE_215_length_263_cov_0.795699	1	263	2	263	100	1.14829	35.6	60
NODE_216_length_263_cov_0.795699	1	263	2	263	100	1.14829	36.6	60
NODE_217_length_263_cov_0.795699	1	263	2	263	100	1.14829	34.4	60
NODE_218_length_262_cov_1.102703	1	262	4	262	100	2.30534	34.2	60
NODE_219_length_262_cov_0.902703	1	262	4	262	100	1.8855	33	60
NODE_220_length_262_cov_0.800000	1	262	8	262	100	1.65649	36	58.5
NODE_221_length_262_cov_0.800000	1	262	2	262	100	1.15267	29.9	60
NODE_222_length_262_cov_0.740541	1	262	2	262	100	1.15267	33.3	60
NODE_223_length_261_cov_2.413043	1	261	6	261	100	3.47126	35.5	60
NODE_224_length_260_cov_0.808743	1	260	2	260	100	1.16154	35.9	60
NODE_225_length_260_cov_0.808743	1	260	2	260	100	1.16154	35.7	60
NODE_226_length_260_cov_0.808743	1	260	2	260	100	1.16154	36.5	60
NODE_227_length_260_cov_0.808743	1	260	2	260	100	1.16154	36.6	60
NODE_228_length_260_cov_0.710383	1	260	2	260	100	1.16154	32.6	60
NODE_229_length_259_cov_359.269231	1	259	998	259	100	522.201	35	50.1
NODE_230_length_259_cov_245.802198	1	259	809	259	100	418.413	35.2	50.3
NODE_231_length_259_cov_178.620879	1	259	497	259	100	258.475	35.7	57.4
NODE_232_length_259_cov_0.813187	1	259	2	259	100	1.16602	34.5	60
NODE_233_length_258_cov_0.817680	1	258	2	258	100	1.17054	36.4	60
NODE_234_length_258_cov_0.790055	1	258	2	258	100	1.17054	31.4	60
NODE_235_length_257_cov_1.061111	1	257	3	257	100	1.76265	35.4	60
NODE_236_length_257_cov_0.822222	1	257	2	257	100	1.1751	36.6	60
NODE_237_length_257_cov_0.822222	1	257	2	257	100	1.1751	35.7	60
NODE_238_length_257_cov_0.822222	1	257	2	257	100	1.1751	33.4	60
NODE_239_length_256_cov_1.653631	1	256	4	256	100	2.35938	36.4	60
NODE_240_length_256_cov_1.620112	1	256	4	256	100	2.33594	36.5	60
NODE_241_length_256_cov_0.826816	1	256	2	256	100	1.17969	36.4	60
NODE_242_length_255_cov_0.960674	1	255	4	255	100	1.79216	35.9	60
NODE_243_length_255_cov_0.831461	1	255	2	255	100	1.18431	35.5	60
NODE_244_length_255_cov_0.831461	1	255	2	255	100	1.18431	35.4	60
NODE_245_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.4	60
NODE_246_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.8	60
NODE_247_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.4	60
NODE_248_length_255_cov_0.730337	1	255	2	255	100	1.18431	34.5	60
NODE_249_length_254_cov_0.836158	1	254	2	254	100	1.18898	34.6	60
NODE_250_length_253_cov_378.840909	1	253	1234	253	100	534.739	35.2	48.4
NODE_251_length_253_cov_0.840909	1	253	4	253	100	2.38735	30.7	60
NODE_252_length_253_cov_0.840909	1	253	2	253	100	1.19368	35.8	60
NODE_253_length_253_cov_0.840909	1	253	2	253	100	1.19368	36.5	60
NODE_254_length_253_cov_0.755682	1	253	2	253	100	1.19368	34.4	60
NODE_255_length_252_cov_4.788571	1	252	12	252	100	6.99206	34.2	60
NODE_256_length_252_cov_1.588571	1	252	4	252	100	2.3254	36.7	60
NODE_257_length_252_cov_0.845714	1	252	2	252	100	1.19841	36.5	60
NODE_258_length_252_cov_0.845714	1	252	2	252	100	1.19841	36.6	60
NODE_259_length_252_cov_0.845714	1	252	2	252	100	1.19841	34.6	60
NODE_260_length_252_cov_0.714286	1	252	2	252	100	1.19841	31.3	60
NODE_261_length_251_cov_2.252874	1	251	6	251	100	3.40239	36	60
NODE_262_length_251_cov_1.701149	1	251	4	251	100	2.40637	35.4	60
NODE_263_length_251_cov_0.850575	1	251	2	251	100	1.20319	34.4	60
NODE_264_length_251_cov_0.850575	1	251	2	251	100	1.20319	36.4	60
NODE_265_length_251_cov_0.850575	1	251	2	251	100	1.20319	34	60
NODE_266_length_251_cov_0.850575	1	251	2	251	100	1.20319	36.4	60
NODE_267_length_250_cov_1.658960	1	250	20	250	100	4.192	35.7	37.4
NODE_268_length_250_cov_0.988439	1	250	10	250	100	3.792	34.7	42.8
NODE_269_length_250_cov_0.855491	1	250	2	250	100	1.208	36.8	60
NODE_270_length_250_cov_0.855491	1	250	2	250	100	1.208	36	60
NODE_271_length_250_cov_0.855491	1	250	2	250	100	1.208	36.4	60
NODE_272_length_250_cov_0.855491	1	250	2	250	100	1.208	36.2	60
NODE_273_length_250_cov_0.815029	1	250	2	250	100	1.208	32	60
NODE_274_length_250_cov_0.647399	1	250	4	250	100	1.464	36.1	60
NODE_275_length_249_cov_1.500000	1	249	4	249	100	2.27309	35.9	60
NODE_276_length_249_cov_1.290698	1	249	4	249	100	2.38554	33.4	60
NODE_277_length_249_cov_0.860465	1	249	2	249	100	1.21285	36.3	60
NODE_278_length_249_cov_0.860465	1	249	2	249	100	1.21285	34.6	60
NODE_279_length_249_cov_0.860465	1	249	2	249	100	1.21285	33.8	60
NODE_280_length_249_cov_0.744186	1	249	2	249	100	1.21285	34.9	60
NODE_281_length_246_cov_1.201183	1	246	20	246	100	6.85772	34.6	60
NODE_282_length_246_cov_0.875740	1	246	2	246	100	1.22764	33.8	60
NODE_283_length_246_cov_0.875740	1	246	2	246	100	1.22764	36.1	60
NODE_284_length_246_cov_0.875740	1	246	2	246	100	1.22764	36.5	60
NODE_285_length_246_cov_0.875740	1	246	2	246	100	1.22764	35.9	60
NODE_286_length_246_cov_0.343195	1	246	12	246	100	3.0935	34.7	44.3
NODE_287_length_245_cov_2.642857	1	245	28	245	100	7.91837	33.9	60
NODE_288_length_245_cov_2.107143	1	245	8	245	100	3.95918	36.4	60
NODE_289_length_245_cov_0.880952	1	245	2	245	100	1.23265	35.7	60
NODE_290_length_245_cov_0.880952	1	245	2	245	100	1.23265	35.8	60
NODE_291_length_245_cov_0.880952	1	245	2	245	100	1.23265	36	60
NODE_292_length_245_cov_0.880952	1	245	2	245	100	1.23265	36.8	60
NODE_293_length_244_cov_0.886228	1	244	2	244	100	1.2377	35.8	60
NODE_294_length_244_cov_0.886228	1	244	2	244	100	1.2377	36.8	60
NODE_295_length_244_cov_0.706587	1	244	2	244	100	1.2377	33.6	60
NODE_296_length_243_cov_60.246988	1	243	779	243	100	439.881	35	43.1
NODE_297_length_243_cov_1.349398	1	243	4	243	100	2.4856	35.5	60
NODE_298_length_243_cov_0.891566	1	243	2	243	100	1.2428	36.5	60
NODE_299_length_243_cov_0.789157	1	243	2	243	100	1.2428	35.8	60
NODE_300_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.2	60
NODE_301_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.7	60
NODE_302_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.7	60
NODE_303_length_241_cov_0.902439	1	241	2	241	100	1.25311	36.3	60
NODE_304_length_241_cov_0.902439	1	241	2	241	100	1.25311	36.1	60
NODE_305_length_241_cov_0.902439	1	241	2	241	100	1.25311	35.8	60
NODE_306_length_241_cov_0.902439	1	241	2	241	100	1.25311	36.6	60
NODE_307_length_241_cov_0.902439	1	241	2	241	100	1.25311	36.3	60
NODE_308_length_241_cov_0.902439	1	241	10	241	100	1.9917	35.8	58
NODE_309_length_241_cov_0.902439	1	241	2	241	100	1.25311	32.6	60
NODE_310_length_240_cov_1.435583	1	240	5	240	100	2.57917	35	60
NODE_311_length_240_cov_0.907975	1	240	2	240	100	1.25833	36.6	60
NODE_312_length_240_cov_0.907975	1	240	2	240	100	1.25833	36	60
NODE_313_length_240_cov_0.852761	1	240	2	240	100	1.25833	34.8	60
NODE_314_length_240_cov_0.711656	1	240	2	240	100	1.25833	34.2	60
NODE_315_length_239_cov_0.987654	1	239	3	239	100	1.84519	36.1	60
NODE_316_length_239_cov_0.913580	1	239	2	239	100	1.2636	35	60
NODE_317_length_239_cov_0.913580	1	239	2	239	100	1.2636	36.7	60
NODE_318_length_239_cov_0.913580	1	239	2	239	100	1.2636	35.7	60
NODE_319_length_238_cov_1.366460	1	238	4	238	100	2.21849	36.5	60
NODE_320_length_238_cov_0.919255	1	238	2	238	100	1.26891	36.3	60
NODE_321_length_237_cov_122.606250	1	237	209	237	100	117.422	35.2	46.6
NODE_322_length_237_cov_51.875000	1	237	87	237	100	48.5738	35.2	44.3
NODE_323_length_237_cov_2.018750	1	237	6	237	100	3.4346	36.6	60
NODE_324_length_237_cov_0.925000	1	237	2	237	100	1.27426	36	60
NODE_325_length_237_cov_0.925000	1	237	2	237	100	1.27426	34.5	60
NODE_326_length_237_cov_0.925000	1	237	2	237	100	1.27426	36.3	60
NODE_327_length_237_cov_0.925000	1	237	2	237	100	1.27426	36.2	60
NODE_328_length_237_cov_0.925000	1	237	2	237	100	1.27426	36.8	60
NODE_329_length_237_cov_0.925000	1	237	2	237	100	1.27426	36.1	60
NODE_330_length_236_cov_0.930818	1	236	2	236	100	1.27966	34.4	60
NODE_331_length_236_cov_0.874214	1	236	2	236	100	1.27966	35.3	60
NODE_332_length_236_cov_0.748428	1	236	2	236	100	1.27966	35.1	60
NODE_333_length_236_cov_0.723270	1	236	2	236	100	1.27966	34.6	60
NODE_334_length_235_cov_0.936709	1	235	2	235	100	1.28511	36.7	60
NODE_335_length_235_cov_0.936709	1	235	2	235	100	1.28511	35.9	60
NODE_336_length_235_cov_0.936709	1	235	2	235	100	1.28511	36.5	60
NODE_337_length_235_cov_0.936709	1	235	2	235	100	1.28511	36.2	60
NODE_338_length_235_cov_0.822785	1	235	2	235	100	1.28511	32.4	60
NODE_339_length_234_cov_1.885350	1	234	4	234	100	2.5812	34.1	60
NODE_340_length_234_cov_0.942675	1	234	2	234	100	1.2906	36.3	60
NODE_341_length_234_cov_0.942675	1	234	2	234	100	1.2906	36.5	60
NODE_342_length_234_cov_0.942675	1	234	2	234	100	1.2906	36.3	60
NODE_343_length_234_cov_0.942675	1	234	2	234	100	1.2906	36.8	60
NODE_344_length_234_cov_0.942675	1	234	24	234	100	7.91026	36.1	54.2
NODE_345_length_234_cov_0.783439	1	234	2	234	100	1.2906	35.1	60
NODE_346_length_233_cov_130.596154	1	233	376	233	100	213.348	35.2	46
NODE_347_length_233_cov_1.500000	1	233	4	233	100	2.59227	34	60
NODE_348_length_233_cov_0.948718	1	233	2	233	100	1.29614	36.4	60
