#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_23_length_185042_cov_50.027475	1	185042	141504	185042	100	109.086	35.1	59.7
NODE_24_length_178648_cov_48.655902	1	178648	132798	178648	100	106.075	35.1	59.8
NODE_25_length_166960_cov_47.811305	1	166960	137027	166960	100	111.291	35.2	58.2
NODE_26_length_158077_cov_49.607259	1	158077	120102	158077	100	108.561	35.1	59.7
NODE_27_length_134160_cov_48.148856	1	134160	98679	134160	100	105.098	35.1	59.8
NODE_28_length_118777_cov_47.868854	1	118777	86465	118777	100	104.088	35.2	59.8
NODE_29_length_96039_cov_49.058106	1	96039	72394	96039	100	107.446	35.1	59.8
NODE_30_length_91049_cov_51.419426	1	91049	71429	91049	100	112.124	35.1	59.8
NODE_31_length_88140_cov_49.864302	1	88140	66920	88140	100	108.422	35.2	59.8
NODE_32_length_83093_cov_49.093235	1	83093	63246	83093	100	107.744	35.1	59.8
NODE_33_length_78615_cov_55.882426	1	78615	101892	78615	100	181.445	35.1	57
NODE_34_length_71029_cov_51.322401	1	71029	65020	71029	100	120.728	35.2	59.5
NODE_35_length_58970_cov_49.713260	1	58970	44593	58970	100	107.873	35.2	59.6
NODE_36_length_58614_cov_50.868135	1	58614	45484	58614	100	110.748	35.2	59.8
NODE_37_length_46411_cov_54.174515	1	46411	38516	46411	100	117.983	35.1	59.4
NODE_38_length_34234_cov_53.188775	1	34234	28397	34234	100	116.093	35.2	58
NODE_39_length_30133_cov_57.752262	1	30133	27584	30133	100	128.167	35.1	58.9
NODE_40_length_26805_cov_646.080889	1	26805	276931	26805	100	1441.41	35.3	59.9
NODE_41_length_24556_cov_46.265044	1	24556	104348	24556	100	343.907	32.3	24.1
NODE_42_length_19276_cov_56.376061	1	19276	22945	19276	100	164.209	35.1	56.4
NODE_43_length_19258_cov_56.591940	1	19258	22034	19258	100	147.753	35.2	58.1
NODE_44_length_15737_cov_86.537420	1	15737	19446	15737	100	166.911	34.8	50.2
NODE_45_length_11376_cov_69.706169	1	11376	21086	11376	100	230.05	34.9	52.5
NODE_46_length_9834_cov_79.371938	1	9834	26500	9834	100	355.563	35.2	58
NODE_47_length_8369_cov_39.869875	1	8369	18167	8369	100	295.824	34.7	48.5
NODE_48_length_7946_cov_56.670479	1	7946	7075	7946	100	126.579	35.1	58.9
NODE_49_length_6327_cov_46.909440	1	6327	4579	6327	100	101.58	35.2	58.4
NODE_50_length_5629_cov_57.533682	1	5629	6839	5629	100	155.829	35.2	56.9
NODE_51_length_4289_cov_70.729820	1	4289	9289	4289	100	258.662	35.1	47.8
NODE_52_length_3802_cov_63.114362	1	3802	4430	3802	100	161.05	35.2	57.9
NODE_53_length_3799_cov_998.995164	1	3799	59505	3799	100	2184.16	35.1	59.8
NODE_54_length_3284_cov_143.010290	1	3284	9113	3284	100	383.957	34.9	42.6
NODE_55_length_2250_cov_931.543948	1	2250	33791	2250	100	2055.81	35.1	59.8
NODE_56_length_1834_cov_57.914058	1	1834	1593	1834	100	121.901	35.1	58.9
NODE_57_length_1754_cov_861.311866	1	1754	25123	1754	100	1923.94	35	59.8
NODE_58_length_1404_cov_865.736247	1	1404	19030	1404	100	1849.22	35.2	59.6
NODE_59_length_1332_cov_55.405578	1	1332	1095	1332	100	117.026	35.1	57.7
NODE_60_length_1245_cov_953.547089	1	1245	19537	1245	100	2079.23	35.2	59.8
NODE_61_length_1223_cov_84.094241	1	1223	2027	1223	100	207.975	35.2	52.8
NODE_62_length_1209_cov_87.631625	1	1209	10283	1209	100	1115.44	34.8	43.7
NODE_63_length_1086_cov_56.184341	1	1086	6961	1086	100	469.123	35.1	59.1
NODE_64_length_1051_cov_97.901437	1	1051	1585	1051	100	205.248	35.3	59.5
NODE_65_length_1028_cov_274.522608	1	1028	4078	1028	100	474.3	35.1	45.9
NODE_66_length_994_cov_61.653217	1	994	1654	994	100	215.536	35.4	59.8
NODE_67_length_926_cov_72.566549	1	926	1496	926	100	206.051	35.3	59.8
NODE_68_length_924_cov_1.386068	1	924	17	924	100	2.76732	35	60
NODE_69_length_917_cov_1.735714	1	917	20	917	100	3.2879	35.4	60
NODE_70_length_878_cov_1.364544	1	878	19	878	100	3.11162	34.7	60
NODE_71_length_876_cov_1.713392	1	876	22	876	100	3.70091	34.6	60
NODE_72_length_870_cov_56.991173	1	870	695	870	100	111.584	35.2	58
NODE_73_length_824_cov_67.832664	1	824	1336	824	100	201.581	35.3	56.9
NODE_74_length_771_cov_1.704611	1	771	21	771	100	3.71077	34.6	60
NODE_75_length_751_cov_113.724036	1	751	1814	751	100	285.079	35.2	55.5
NODE_76_length_702_cov_1.776000	1	702	16	702	100	3.38319	34.8	60
NODE_77_length_688_cov_115.427169	1	688	3930	688	100	746.6	34.6	42.5
NODE_78_length_687_cov_87.708197	1	687	1017	687	100	194.313	35.4	59.5
NODE_79_length_621_cov_1.055147	1	621	14	621	100	2.46538	35.1	55.7
NODE_80_length_620_cov_933.957643	1	620	9093	620	100	1915.09	35.1	59.6
NODE_81_length_599_cov_2.164751	1	599	17	599	100	4.22871	34.6	60
NODE_82_length_585_cov_1.669291	1	585	12	585	100	3.08889	35.6	60
NODE_83_length_582_cov_2.443564	1	582	18	582	100	4.50344	35.4	60
NODE_84_length_552_cov_1269.913684	1	552	22795	552	100	4053.4	34.9	35.8
NODE_85_length_548_cov_1.237792	1	548	8	548	100	2.18978	36.1	60
NODE_86_length_546_cov_882.695096	1	546	8266	546	100	1893.12	35.1	59.3
NODE_87_length_543_cov_1.890558	1	543	16	543	100	3.96685	35.5	60
NODE_88_length_527_cov_97.386667	1	527	1030	527	100	246.751	35.2	57.3
NODE_89_length_527_cov_1.675556	1	527	13	527	100	3.537	35.4	60
NODE_90_length_523_cov_685.363229	1	523	6417	523	100	1709.95	35.2	59.1
NODE_91_length_522_cov_79.038202	1	522	2236	522	100	582.111	34.9	32.6
NODE_92_length_512_cov_1.494253	1	512	10	512	100	2.94922	33.6	60
NODE_93_length_508_cov_2.000000	1	508	14	508	100	3.83661	34.5	60
NODE_94_length_503_cov_1.570423	1	503	10	503	100	3.00199	34.6	60
