#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_41_length_11544_cov_64.987878	1	11544	15822	11544	100	190.371	34.8	53.1
NODE_42_length_9834_cov_66.294763	1	9834	19515	9834	100	275.51	35.1	58.2
NODE_43_length_9009_cov_58.535602	1	9009	26558	9009	100	351.088	34.7	51.8
NODE_44_length_7946_cov_47.644173	1	7946	5388	7946	100	100.832	35.1	59
NODE_45_length_6631_cov_75.706744	1	6631	6796	6631	100	148.294	34.7	41.6
NODE_46_length_5830_cov_50.469842	1	5830	5050	5830	100	118.563	35.2	58.3
NODE_47_length_4289_cov_59.323124	1	4289	6589	4289	100	195.098	34.9	48.8
NODE_48_length_3802_cov_53.340671	1	3802	3343	3802	100	128.22	35.2	58.3
NODE_49_length_3799_cov_836.691026	1	3799	44518	3799	100	1723.45	35	59.9
NODE_50_length_2247_cov_52.255300	1	2247	1642	2247	100	105.431	35.1	58.9
NODE_51_length_2139_cov_784.294859	1	2139	24090	2139	100	1623.55	35	59.9
NODE_52_length_1992_cov_65.391645	1	1992	2417	1992	100	172.977	35.3	60
NODE_53_length_1834_cov_47.914058	1	1834	1166	1834	100	94.6052	35	59.5
NODE_54_length_1754_cov_722.815742	1	1754	18946	1754	100	1513.26	34.9	59.9
NODE_55_length_1404_cov_706.650339	1	1404	13911	1404	100	1422.47	35.1	59.8
NODE_56_length_1250_cov_88.463768	1	1250	8704	1250	100	925.137	34.7	45.1
NODE_57_length_1245_cov_799.905822	1	1245	14724	1245	100	1645.08	35.1	59.8
NODE_58_length_1223_cov_269.010471	1	1223	5036	1223	100	599.388	34.7	38.5
NODE_59_length_1223_cov_69.092496	1	1223	1287	1223	100	151.218	35.2	59.5
NODE_60_length_1051_cov_81.445585	1	1051	1186	1051	100	161.057	35.2	59.7
NODE_61_length_1049_cov_46.293210	1	1049	5073	1049	100	359.296	35	59.4
NODE_62_length_1007_cov_98.755914	1	1007	2413	1007	100	325.196	34.9	55.4
NODE_63_length_917_cov_1.566667	1	917	18	917	100	2.96401	35.3	60
NODE_64_length_870_cov_47.364439	1	870	565	870	100	93.7713	35.1	56.9
NODE_65_length_840_cov_1.454784	1	840	15	840	100	2.69643	35.1	60
NODE_66_length_818_cov_55.242915	1	818	1045	818	100	161.539	35.2	54.2
NODE_67_length_776_cov_1.703863	1	776	18	776	100	3.50258	34.1	60
NODE_68_length_751_cov_92.062315	1	751	1094	751	100	192.743	35.1	55.4
NODE_69_length_702_cov_1.606400	1	702	14	702	100	3.0114	34.6	60
NODE_70_length_687_cov_71.534426	1	687	744	687	100	149.62	35.3	59.3
NODE_71_length_621_cov_1.029412	1	621	8	621	100	1.9211	34.9	60
NODE_72_length_620_cov_777.149171	1	620	6776	620	100	1497.34	35	59.7
NODE_73_length_585_cov_1.366142	1	585	10	585	100	2.5812	35.6	60
NODE_74_length_583_cov_71.428854	1	583	827	583	100	183.561	35	55.1
NODE_75_length_581_cov_2.015873	1	581	15	581	100	3.89845	34.4	60
NODE_76_length_546_cov_754.245203	1	546	6329	546	100	1512.12	35	59.3
NODE_77_length_541_cov_1.534483	1	541	10	541	100	2.79113	34.1	60
NODE_78_length_527_cov_1.315556	1	527	9	527	100	2.50474	35	60
NODE_79_length_524_cov_62.369128	1	524	1355	524	100	351.538	34.6	45.7
NODE_80_length_523_cov_550.621076	1	523	4622	523	100	1301.69	35.2	59.2
NODE_81_length_512_cov_1.494253	1	512	10	512	100	2.94922	33.6	60
NODE_82_length_511_cov_300.605991	1	511	2636	511	100	740.771	34.7	35.4
NODE_83_length_508_cov_1.440835	1	508	10	508	100	2.77953	34.5	60
NODE_84_length_503_cov_1.570423	1	503	10	503	100	3.00199	34.6	60
