#rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
NODE_85_length_499_cov_2.078199	1	499	12	499	100	3.63126	34.8	60
NODE_86_length_491_cov_76.881643	1	491	500	491	100	151.468	34.8	53.7
NODE_87_length_486_cov_1.882641	1	486	11	486	100	3.4177	34.6	60
NODE_88_length_485_cov_85.389706	1	485	479	485	100	143.441	34.8	58.6
NODE_89_length_475_cov_99.103015	1	475	535	475	100	165.402	35.5	59.4
NODE_90_length_456_cov_1.171504	1	456	6	456	100	1.98684	36	60
NODE_91_length_454_cov_0.981432	1	454	5	454	100	1.663	36.6	60
NODE_92_length_451_cov_1.184492	1	451	6	451	100	2.00887	36.2	60
NODE_93_length_450_cov_1.458445	1	450	8	450	100	2.68444	35.3	60
NODE_94_length_449_cov_88.688172	1	449	456	449	100	148.915	35.2	59.3
NODE_95_length_445_cov_1.608696	1	445	8	445	100	2.71461	33.7	60
NODE_96_length_440_cov_147.418733	1	440	778	440	100	242.736	34.3	42.4
NODE_97_length_440_cov_1.586777	1	440	9	440	100	3.08864	35.2	60
NODE_98_length_437_cov_139.311111	1	437	747	437	100	242.979	34.6	56.4
NODE_99_length_429_cov_0.840909	1	429	4	429	100	1.40793	36.3	60
NODE_100_length_422_cov_1.515942	1	422	8	422	100	2.86256	34.7	60
NODE_101_length_416_cov_0.887906	1	416	6	416	100	2.03606	33.3	60
NODE_102_length_409_cov_1.560241	1	409	8	409	100	2.83619	35	60
NODE_103_length_406_cov_0.899696	1	406	4	406	100	1.48768	35.3	60
NODE_104_length_405_cov_1.585366	1	405	8	405	100	2.85679	33.2	60
NODE_105_length_404_cov_110.006116	1	404	518	404	100	185.817	34.5	39.9
NODE_106_length_402_cov_89.510769	1	402	463	402	100	167.59	35.2	54.7
NODE_107_length_398_cov_1.021807	1	398	5	398	100	1.89698	34.7	60
NODE_108_length_397_cov_99.475000	1	397	644	397	100	232.355	34.5	49.8
NODE_109_length_396_cov_1.855799	1	396	8	396	100	3.05051	36	60
NODE_110_length_395_cov_515.062893	1	395	2245	395	100	784.304	34.3	34.3
NODE_111_length_395_cov_0.889937	1	395	4	395	100	1.52911	34.9	60
NODE_112_length_389_cov_67.855769	1	389	285	389	100	107.576	35	59.5
NODE_113_length_388_cov_2.379421	1	388	10	388	100	3.89175	36.2	60
NODE_114_length_383_cov_645.395425	1	383	3172	383	100	1208.89	35.2	56.4
NODE_115_length_376_cov_660.625418	1	376	2717	376	100	1044.62	34.7	58.3
NODE_116_length_371_cov_46.792517	1	371	160	371	100	64.4474	35.3	56.8
NODE_117_length_362_cov_41.705263	1	362	137	362	100	55.3785	35.4	51.7
NODE_118_length_358_cov_1.053381	1	358	4	358	100	1.68715	35.4	60
NODE_119_length_357_cov_80.857143	1	357	307	357	100	125.129	34.7	59.1
NODE_120_length_356_cov_787.992832	1	356	3124	356	100	1267.86	34.7	58.5
NODE_121_length_352_cov_547.774545	1	352	2256	352	100	909.102	35.2	55.3
NODE_122_length_346_cov_135.185874	1	346	656	346	100	265.185	34.8	54.8
NODE_123_length_346_cov_2.066914	1	346	8	346	100	3.48555	34.7	60
NODE_124_length_346_cov_1.925651	1	346	8	346	100	3.13873	35	57.5
NODE_125_length_345_cov_73.511194	1	345	271	345	100	113.304	35.4	58.8
NODE_126_length_343_cov_1067.048872	1	343	3917	343	100	1661.6	35	58
NODE_127_length_341_cov_160.147727	1	341	724	341	100	300.971	34.6	51.4
NODE_128_length_336_cov_1.714286	1	336	6	336	100	2.69643	33.9	60
NODE_129_length_333_cov_101.800781	1	333	372	333	100	155.435	35.4	56.2
NODE_130_length_332_cov_1.160784	1	332	4	332	100	1.81928	34.7	60
NODE_131_length_329_cov_1.761905	1	329	6	329	100	2.7538	35.8	60
NODE_132_length_327_cov_2.664000	1	327	9	327	100	4.15596	35.6	60
NODE_133_length_326_cov_1609.887550	1	326	5666	326	100	2529.74	34.8	36.8
NODE_134_length_319_cov_1.219008	1	319	4	319	100	1.89342	35.9	60
NODE_135_length_318_cov_1.842324	1	318	6	318	100	2.84906	36.2	60
NODE_136_length_318_cov_1.228216	1	318	4	318	100	1.89937	36.4	60
NODE_137_length_318_cov_0.850622	1	318	44	318	100	15.0786	35	53
NODE_138_length_312_cov_1.880851	1	312	6	312	100	2.90385	34.8	60
NODE_139_length_309_cov_756.318966	1	309	2363	309	100	1102.83	34.9	57.9
NODE_140_length_307_cov_77.439130	1	307	250	307	100	117.397	34.9	53.4
NODE_141_length_307_cov_46.804348	1	307	133	307	100	63.7622	35.4	59.1
NODE_142_length_305_cov_2.921053	1	305	9	305	100	4.45574	35.5	60
NODE_143_length_305_cov_1.622807	1	305	5	305	100	2.47541	36.6	60
NODE_144_length_300_cov_1.139013	1	300	11	300	100	3.36333	35.6	47.3
NODE_145_length_299_cov_90.252252	1	299	285	299	100	136.311	35.3	58.5
NODE_146_length_299_cov_1.531532	1	299	5	299	100	2.52508	35.3	60
NODE_147_length_294_cov_1.364055	1	294	4	294	100	2.05442	36.7	60
NODE_148_length_293_cov_86.217593	1	293	267	293	100	129.089	35.1	57.9
NODE_149_length_292_cov_1.376744	1	292	4	292	100	2.06849	36.5	60
NODE_150_length_289_cov_1.716981	1	289	5	289	100	2.61246	34.9	60
NODE_151_length_289_cov_1.396226	1	289	4	289	100	2.08997	36	60
NODE_152_length_288_cov_1.402844	1	288	4	288	100	2.09722	34.8	60
NODE_153_length_288_cov_1.289100	1	288	4	288	100	2.09722	33.6	60
NODE_154_length_284_cov_1.304348	1	284	4	284	100	2.12676	34.1	60
NODE_155_length_283_cov_1.436893	1	283	4	283	100	2.13428	36.6	60
NODE_156_length_282_cov_280.253659	1	282	976	282	100	492.16	35.1	39.8
NODE_157_length_281_cov_97.279412	1	281	1618	281	100	807.708	34.4	38.1
NODE_158_length_281_cov_0.725490	1	281	2	281	100	1.07473	36.4	60
NODE_159_length_280_cov_2.187192	1	280	6	280	100	3.23571	34.5	60
NODE_160_length_279_cov_1.465347	1	279	4	279	100	2.16487	36.7	60
NODE_161_length_279_cov_1.282178	1	279	4	279	100	2.16487	34.7	60
NODE_162_length_278_cov_89.870647	1	278	740	278	100	370.723	34.5	45.7
NODE_163_length_278_cov_0.736318	1	278	2	278	100	1.08633	35.6	60
NODE_164_length_278_cov_0.736318	1	278	2	278	100	1.08633	36.4	60
NODE_165_length_278_cov_0.736318	1	278	2	278	100	1.08633	36.7	60
NODE_166_length_277_cov_1.110000	1	277	3	277	100	1.63538	33.5	60
NODE_167_length_277_cov_0.740000	1	277	2	277	100	1.09025	36.6	60
NODE_168_length_275_cov_45.641414	1	275	123	275	100	62.6073	34.4	55.9
NODE_169_length_275_cov_2.606061	1	275	14	275	100	5.16727	33.9	55.7
NODE_170_length_275_cov_1.863636	1	275	5	275	100	2.74182	34.3	60
NODE_171_length_275_cov_1.494949	1	275	4	275	100	2.19636	35.2	60
NODE_172_length_274_cov_0.751269	1	274	2	274	100	1.10219	36.6	60
NODE_173_length_274_cov_0.736041	1	274	2	274	100	1.10219	34.2	60
NODE_174_length_273_cov_0.755102	1	273	2	273	100	1.10623	34	60
NODE_175_length_273_cov_0.755102	1	273	2	273	100	1.10623	36.5	60
NODE_176_length_273_cov_0.755102	1	273	2	273	100	1.10623	35.7	60
NODE_177_length_273_cov_0.755102	1	273	2	273	100	1.10623	36.4	60
NODE_178_length_273_cov_0.755102	1	273	2	273	100	1.10623	34.5	60
NODE_179_length_272_cov_1.097436	1	272	4	272	100	2.22059	33.6	60
NODE_180_length_272_cov_0.758974	1	272	2	272	100	1.11029	34	60
NODE_181_length_272_cov_0.758974	1	272	2	272	100	1.11029	36.3	60
NODE_182_length_272_cov_0.758974	1	272	2	272	100	1.11029	30.9	60
NODE_183_length_272_cov_0.758974	1	272	2	272	100	1.11029	34.8	60
NODE_184_length_272_cov_0.758974	1	272	2	272	100	1.11029	36.2	60
NODE_185_length_271_cov_1.525773	1	271	4	271	100	2.22878	35.9	60
NODE_186_length_271_cov_0.762887	1	271	2	271	100	1.11439	35.7	60
NODE_187_length_271_cov_0.762887	1	271	2	271	100	1.11439	36.3	60
NODE_188_length_271_cov_0.762887	1	271	2	271	100	1.11439	35.2	60
NODE_189_length_271_cov_0.762887	1	271	2	271	100	1.11439	36.6	60
NODE_190_length_271_cov_0.762887	1	271	2	271	100	1.11439	33.7	60
NODE_191_length_271_cov_0.762887	1	271	2	271	100	1.11439	33	60
NODE_192_length_270_cov_0.766839	1	270	2	270	100	1.11852	35.5	60
NODE_193_length_270_cov_0.766839	1	270	2	270	100	1.11852	36.5	60
NODE_194_length_268_cov_1.549738	1	268	4	268	100	2.25373	36.2	60
NODE_195_length_266_cov_511.873016	1	266	1631	266	100	875.023	35.2	44.8
NODE_196_length_266_cov_50.957672	1	266	168	266	100	90.2368	35.3	43.7
NODE_197_length_266_cov_0.783069	1	266	2	266	100	1.13534	33.8	60
NODE_198_length_265_cov_0.787234	1	265	2	265	100	1.13962	35.6	60
NODE_199_length_264_cov_0.893048	1	264	3	264	100	1.68939	32.2	60
NODE_200_length_264_cov_0.791444	1	264	2	264	100	1.14394	36.5	60
NODE_201_length_264_cov_0.791444	1	264	2	264	100	1.14394	35.7	60
NODE_202_length_264_cov_0.791444	1	264	2	264	100	1.14394	36.2	60
NODE_203_length_263_cov_0.795699	1	263	2	263	100	1.14829	33.8	60
NODE_204_length_263_cov_0.795699	1	263	2	263	100	1.14829	34.4	60
NODE_205_length_263_cov_0.795699	1	263	2	263	100	1.14829	36.6	60
NODE_206_length_263_cov_0.795699	1	263	2	263	100	1.14829	35.6	60
NODE_207_length_262_cov_1.102703	1	262	4	262	100	2.30534	34.2	60
NODE_208_length_262_cov_0.800000	1	262	2	262	100	1.15267	36.5	60
NODE_209_length_262_cov_0.800000	1	262	2	262	100	1.15267	29.9	60
NODE_210_length_262_cov_0.740541	1	262	2	262	100	1.15267	33.3	60
NODE_211_length_261_cov_2.413043	1	261	6	261	100	3.47126	35.5	60
NODE_212_length_260_cov_0.808743	1	260	2	260	100	1.16154	35.9	60
NODE_213_length_260_cov_0.808743	1	260	2	260	100	1.16154	35.7	60
NODE_214_length_260_cov_0.808743	1	260	2	260	100	1.16154	36.5	60
NODE_215_length_260_cov_0.808743	1	260	2	260	100	1.16154	36.6	60
NODE_216_length_260_cov_0.710383	1	260	2	260	100	1.16154	32.6	60
NODE_217_length_259_cov_289.901099	1	259	662	259	100	365.031	34.9	45.9
NODE_218_length_259_cov_141.302198	1	259	339	259	100	188.598	35.5	57.6
NODE_219_length_259_cov_0.813187	1	259	2	259	100	1.16602	34.5	60
NODE_220_length_258_cov_0.817680	1	258	2	258	100	1.17054	36.4	60
NODE_221_length_258_cov_0.790055	1	258	2	258	100	1.17054	31.4	60
NODE_222_length_257_cov_1.061111	1	257	3	257	100	1.76265	35.4	60
NODE_223_length_257_cov_0.822222	1	257	2	257	100	1.1751	36.6	60
NODE_224_length_257_cov_0.822222	1	257	2	257	100	1.1751	35.7	60
NODE_225_length_257_cov_0.822222	1	257	2	257	100	1.1751	33.4	60
NODE_226_length_256_cov_1.653631	1	256	4	256	100	2.35938	36.4	60
NODE_227_length_256_cov_1.111732	1	256	3	256	100	1.76953	34.7	60
NODE_228_length_256_cov_0.826816	1	256	2	256	100	1.17969	36.4	60
NODE_229_length_255_cov_1.662921	1	255	4	255	100	2.36863	35.8	60
NODE_230_length_255_cov_1.662921	1	255	5	255	100	2.52157	34.9	60
NODE_231_length_255_cov_0.960674	1	255	4	255	100	1.79216	35.9	60
NODE_232_length_255_cov_0.831461	1	255	2	255	100	1.18431	35.5	60
NODE_233_length_255_cov_0.831461	1	255	2	255	100	1.18431	35.4	60
NODE_234_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.4	60
NODE_235_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.8	60
NODE_236_length_255_cov_0.831461	1	255	2	255	100	1.18431	36.4	60
NODE_237_length_255_cov_0.730337	1	255	2	255	100	1.18431	34.5	60
NODE_238_length_254_cov_0.836158	1	254	2	254	100	1.18898	34.6	60
NODE_239_length_254_cov_0.813559	1	254	2	254	100	1.18898	36.3	60
NODE_240_length_253_cov_313.585227	1	253	1242	253	100	515.759	35.1	37.3
NODE_241_length_253_cov_1.681818	1	253	7	253	100	2.78261	35.9	60
NODE_242_length_253_cov_0.840909	1	253	4	253	100	2.38735	30.7	60
NODE_243_length_253_cov_0.840909	1	253	2	253	100	1.19368	35.8	60
NODE_244_length_253_cov_0.840909	1	253	2	253	100	1.19368	36.5	60
NODE_245_length_253_cov_0.755682	1	253	2	253	100	1.19368	34.4	60
NODE_246_length_252_cov_2.531429	1	252	6	252	100	3.59524	35.4	60
NODE_247_length_252_cov_0.845714	1	252	2	252	100	1.19841	36.6	60
NODE_248_length_252_cov_0.845714	1	252	2	252	100	1.19841	34.6	60
NODE_249_length_252_cov_0.845714	1	252	2	252	100	1.19841	36.7	60
NODE_250_length_252_cov_0.845714	1	252	2	252	100	1.19841	36.5	60
NODE_251_length_252_cov_0.714286	1	252	2	252	100	1.19841	31.3	60
NODE_252_length_251_cov_1.701149	1	251	4	251	100	2.40637	35.4	60
NODE_253_length_251_cov_1.701149	1	251	4	251	100	2.40637	35.8	60
NODE_254_length_251_cov_0.850575	1	251	2	251	100	1.20319	34.4	60
NODE_255_length_251_cov_0.850575	1	251	2	251	100	1.20319	36.4	60
NODE_256_length_251_cov_0.850575	1	251	2	251	100	1.20319	34	60
NODE_257_length_251_cov_0.850575	1	251	2	251	100	1.20319	36.4	60
NODE_258_length_250_cov_1.658960	1	250	6	250	100	2.676	35.8	40.3
NODE_259_length_250_cov_0.855491	1	250	2	250	100	1.208	36.8	60
NODE_260_length_250_cov_0.855491	1	250	2	250	100	1.208	36	60
NODE_261_length_250_cov_0.855491	1	250	2	250	100	1.208	36.4	60
NODE_262_length_250_cov_0.855491	1	250	2	250	100	1.208	36.2	60
NODE_263_length_250_cov_0.815029	1	250	2	250	100	1.208	32	60
NODE_264_length_250_cov_0.647399	1	250	4	250	100	1.464	36.1	60
NODE_265_length_249_cov_1.290698	1	249	4	249	100	2.38554	33.4	60
NODE_266_length_249_cov_0.860465	1	249	2	249	100	1.21285	36.3	60
NODE_267_length_249_cov_0.860465	1	249	2	249	100	1.21285	34.6	60
NODE_268_length_249_cov_0.860465	1	249	2	249	100	1.21285	33.8	60
NODE_269_length_249_cov_0.744186	1	249	2	249	100	1.21285	34.9	60
NODE_270_length_246_cov_0.875740	1	246	2	246	100	1.22764	33.8	60
NODE_271_length_246_cov_0.875740	1	246	2	246	100	1.22764	36.1	60
NODE_272_length_246_cov_0.875740	1	246	2	246	100	1.22764	36.5	60
NODE_273_length_246_cov_0.875740	1	246	2	246	100	1.22764	35.9	60
NODE_274_length_245_cov_2.642857	1	245	8	245	100	3.96735	32.3	60
NODE_275_length_245_cov_0.880952	1	245	2	245	100	1.23265	35.8	60
NODE_276_length_245_cov_0.880952	1	245	2	245	100	1.23265	36	60
NODE_277_length_245_cov_0.880952	1	245	2	245	100	1.23265	36.8	60
NODE_278_length_245_cov_0.880952	1	245	2	245	100	1.23265	35.7	60
NODE_279_length_244_cov_0.886228	1	244	2	244	100	1.2377	35.8	60
NODE_280_length_244_cov_0.886228	1	244	2	244	100	1.2377	36.8	60
NODE_281_length_244_cov_0.706587	1	244	2	244	100	1.2377	33.6	60
NODE_282_length_243_cov_54.632530	1	243	483	243	100	286.412	34.7	40.9
NODE_283_length_243_cov_1.415663	1	243	8	243	100	3.107	35.6	51.8
NODE_284_length_243_cov_1.349398	1	243	4	243	100	2.4856	35.5	60
NODE_285_length_243_cov_0.891566	1	243	2	243	100	1.2428	36.5	60
NODE_286_length_243_cov_0.789157	1	243	2	243	100	1.2428	35.8	60
NODE_287_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.2	60
NODE_288_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.7	60
NODE_289_length_242_cov_0.896970	1	242	2	242	100	1.24793	36.7	60
NODE_290_length_242_cov_0.884848	1	242	4	242	100	2.18595	28.8	48
NODE_291_length_241_cov_0.902439	1	241	2	241	100	1.25311	35.8	60
NODE_292_length_241_cov_0.902439	1	241	2	241	100	1.25311	36.1	60
NODE_293_length_241_cov_0.902439	1	241	2	241	100	1.25311	36.3	60
NODE_294_length_241_cov_0.902439	1	241	2	241	100	1.25311	36.3	60
NODE_295_length_241_cov_0.902439	1	241	4	241	100	1.44398	35.6	60
NODE_296_length_241_cov_0.902439	1	241	2	241	100	1.25311	32.6	60
NODE_297_length_241_cov_0.902439	1	241	2	241	100	1.25311	36.6	60
NODE_298_length_240_cov_1.361963	1	240	3	240	100	1.8875	36.2	60
NODE_299_length_240_cov_0.907975	1	240	2	240	100	1.25833	36.6	60
NODE_300_length_240_cov_0.907975	1	240	2	240	100	1.25833	36	60
NODE_301_length_240_cov_0.852761	1	240	2	240	100	1.25833	34.8	60
NODE_302_length_239_cov_0.913580	1	239	2	239	100	1.2636	36.7	60
NODE_303_length_239_cov_0.913580	1	239	2	239	100	1.2636	35.7	60
NODE_304_length_239_cov_0.913580	1	239	2	239	100	1.2636	35	60
NODE_305_length_238_cov_398.596273	1	238	1070	238	100	642.109	34.4	50.3
NODE_306_length_238_cov_0.919255	1	238	2	238	100	1.26891	36.3	60
NODE_307_length_237_cov_105.443750	1	237	142	237	100	85.8987	35	43.8
NODE_308_length_237_cov_31.250000	1	237	39	237	100	22.5359	36	43.7
NODE_309_length_237_cov_0.925000	1	237	2	237	100	1.27426	36.1	60
NODE_310_length_237_cov_0.925000	1	237	2	237	100	1.27426	36.8	60
NODE_311_length_237_cov_0.925000	1	237	2	237	100	1.27426	36.2	60
NODE_312_length_237_cov_0.925000	1	237	2	237	100	1.27426	36	60
NODE_313_length_237_cov_0.925000	1	237	2	237	100	1.27426	36.3	60
NODE_314_length_237_cov_0.925000	1	237	2	237	100	1.27426	34.5	60
NODE_315_length_236_cov_1.276730	1	236	314	236	100	181.53	34.5	32.2
NODE_316_length_236_cov_0.930818	1	236	2	236	100	1.27966	34.4	60
NODE_317_length_236_cov_0.874214	1	236	2	236	100	1.27966	35.3	60
NODE_318_length_236_cov_0.805031	1	236	3	236	100	1.44068	34.7	60
NODE_319_length_236_cov_0.748428	1	236	2	236	100	1.27966	35.1	60
NODE_320_length_236_cov_0.723270	1	236	2	236	100	1.27966	34.6	60
NODE_321_length_235_cov_0.936709	1	235	2	235	100	1.28511	36.7	60
NODE_322_length_235_cov_0.936709	1	235	2	235	100	1.28511	36.2	60
NODE_323_length_235_cov_0.936709	1	235	2	235	100	1.28511	36.5	60
NODE_324_length_235_cov_0.936709	1	235	4	235	100	2.04681	34.2	58.5
NODE_325_length_235_cov_0.936709	1	235	2	235	100	1.28511	35.9	60
NODE_326_length_235_cov_0.822785	1	235	2	235	100	1.28511	32.4	60
NODE_327_length_234_cov_1.885350	1	234	4	234	100	2.5812	34.1	60
NODE_328_length_234_cov_0.942675	1	234	2	234	100	1.2906	36.8	60
NODE_329_length_234_cov_0.942675	1	234	6	234	100	2.78632	36.3	57.5
NODE_330_length_234_cov_0.942675	1	234	2	234	100	1.2906	36.3	60
NODE_331_length_234_cov_0.942675	1	234	2	234	100	1.2906	36.5	60
NODE_332_length_234_cov_0.942675	1	234	2	234	100	1.2906	36.3	60
NODE_333_length_234_cov_0.783439	1	234	2	234	100	1.2906	35.1	60
NODE_334_length_233_cov_1.500000	1	233	4	233	100	2.59227	34	60
NODE_335_length_233_cov_1.294872	1	233	135	233	100	81.7339	33.9	24.9
NODE_336_length_233_cov_0.948718	1	233	2	233	100	1.29614	36.4	60
NODE_337_length_233_cov_0.948718	1	233	2	233	100	1.29614	33.6	60
NODE_338_length_233_cov_0.846154	1	233	2	233	100	1.29614	33.8	60
NODE_339_length_232_cov_408.587097	1	232	1162	232	100	707.599	35.1	50.4
NODE_340_length_232_cov_2.864516	1	232	6	232	100	3.90517	36.3	60
NODE_341_length_232_cov_1.909677	1	232	4	232	100	2.60345	35.9	60
NODE_342_length_232_cov_0.954839	1	232	2	232	100	1.30172	36.4	60
NODE_343_length_232_cov_0.954839	1	232	2	232	100	1.30172	36.1	60
NODE_344_length_232_cov_0.954839	1	232	2	232	100	1.30172	36.2	60
NODE_345_length_232_cov_0.954839	1	232	2	232	100	1.30172	36.6	60
NODE_346_length_232_cov_0.954839	1	232	2	232	100	1.30172	36.3	60
